rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,rollout/exploration_rate,time/time_elapsed,time/total_timesteps,train/loss,train/n_updates
77.8,7.779999999999987,10,0.9816789999999997,0,788,,
81.8,8.179999999999986,20,0.9614980000000002,1,1656,,
85.23333333333333,8.523333333333325,30,0.9398522499999998,3,2587,,
93.3,9.330000000000007,40,0.912301,4,3772,,
90.74,9.074000000000005,50,0.8933522499999998,5,4587,,
107.71666666666667,10.771666666666688,60,0.8483402500000002,8,6523,,
113.9,11.390000000000029,70,0.81300025,11,8043,,
128.925,12.892500000000036,80,0.7583395000000002,17,10394,0.07717759453953477,192
126.91111111111111,12.691111111111145,90,0.7323459999999997,25,11512,0.08736054781002167,752
118.46,11.84600000000003,100,0.7222555000000003,28,11946,0.04873490108366241,968
131.1,13.110000000000039,110,0.6745465000000002,42,13998,0.050548453655210324,1992
133.22,13.322000000000045,120,0.6494365000000002,50,15078,0.05186911950659123,2536
140.37,14.037000000000049,130,0.6111669999999999,62,16724,0.0839770011807559,3360
148.06,14.806000000000056,140,0.5657365000000002,76,18678,0.05442246994061861,4336
158.01,15.80100000000006,150,0.5236540000000002,90,20488,0.03372045648575295,5240
154.43,15.443000000000058,160,0.48696549999999994,102,22066,0.05697521537877037,6032
155.78,15.578000000000056,170,0.44848675000000027,114,23721,0.05762971479998669,6856
144.47,14.447000000000049,180,0.4201217500000003,123,24941,0.047229241143213585,7464
145.72,14.572000000000045,190,0.39122199999999996,132,26184,0.08448265810147859,8088
151.62,15.162000000000045,200,0.36741400000000035,140,27208,0.13457979456870817,8600
142.74,14.274000000000042,210,0.34035100000000007,149,28372,0.07321323933501844,9184
147.84,14.784000000000043,220,0.30338350000000014,162,29962,0.06284511693957029,9976
140.97,14.097000000000037,230,0.28108675000000016,169,30921,0.11404954374302179,10456
135.17,13.517000000000031,240,0.24914124999999998,181,32295,0.03953399531383184,11144
130.43,13.04300000000003,250,0.21807924999999995,191,33631,0.053413749097671825,11808
129.36,12.936000000000027,260,0.18387849999999983,202,35102,0.1066586149026989,12544
121.17,12.117000000000024,270,0.16444150000000002,209,35938,0.14571092939877417,12968
123.18,12.31800000000002,280,0.13140324999999997,220,37359,0.0827560212201206,13672
123.45,12.34500000000002,290,0.10187575000000004,230,38629,0.0823947376848082,14312
127.81,12.781000000000024,300,0.07,241,40089,0.05555177378846565,15040
131.22,13.12200000000002,310,0.07,253,41594,0.1382633233006345,15792
126.58,12.658000000000015,320,0.07,262,42720,0.08545858933939599,16352
129.28,12.928000000000019,330,0.07,273,43949,0.10009970689861802,16968
127.21,12.721000000000014,340,0.07,282,45116,0.0580538077338133,17552
125.79,12.57900000000001,350,0.07,291,46310,0.10180527792545035,18152
117.11,11.711000000000011,360,0.07,296,46913,0.08780057355033932,18456
124.07,12.407000000000009,370,0.07,307,48445,0.08782042385428213,19216
122.97,12.297000000000004,380,0.07,318,49756,0.05918167607160285,19872
123.59,12.359000000000007,390,0.07,328,51088,0.04472520407580305,20536
124.26,12.426000000000004,400,0.07,340,52615,0.0604566166002769,21304
119.69,11.969000000000005,410,0.07,348,53663,0.1358651728805853,21824
120.92,12.092000000000008,420,0.07,358,54912,0.07549173210281879,22448
120.08,12.008000000000013,430,0.07,367,56057,0.06111771852010861,23024
123.06,12.306000000000013,440,0.07,378,57522,0.12366363932960667,23760
116.87,11.68700000000001,450,0.07,383,58097,0.10822758711583447,24048
118.85,11.885000000000014,460,0.07,389,58898,0.09366068604867905,24448
112.75,11.275000000000016,470,0.07,396,59820,0.10927072772756219,24904
107.75,10.775000000000013,480,0.07,402,60631,0.0483787296252558,25312
110.04,11.004000000000017,490,0.07,414,62192,0.04808675769891124,26088
103.81,10.381000000000018,500,0.07,421,63096,0.016880341900105122,26544
102.39,10.239000000000017,510,0.07,428,64002,0.09574674430768937,27000
96.01,9.601000000000012,520,0.07,433,64613,0.09716140823729802,27304
94.33,9.433000000000007,530,0.07,441,65590,0.17496965563623235,27792
87.62,8.762000000000002,540,0.07,448,66384,0.08060052142536733,28184
90.7,9.070000000000004,550,0.07,455,67267,0.12921490994631313,28632
87.8,8.780000000000001,560,0.07,459,67778,0.11406637674372178,28888
87.24,8.724000000000004,570,0.07,467,68644,0.1607980374537874,29320
85.65,8.565000000000001,580,0.07,472,69296,0.1301972167857457,29640
80.41,8.040999999999997,590,0.07,480,70333,0.16300130588933825,30160
79.63,7.962999999999994,600,0.07,487,71159,0.13117207362665795,30576
81.1,8.109999999999996,610,0.07,495,72212,0.2622598875313997,31104
83.14,8.313999999999998,620,0.07,502,73027,0.13441892150149215,31512
85.07,8.506999999999996,630,0.07,511,74197,0.09948476766294334,32096
87.53,8.752999999999998,640,0.07,519,75237,0.10164992276986595,32616
86.83,8.683,650,0.07,525,76050,0.08462755237997044,33024
87.37,8.737,660,0.07,530,76615,0.15302970101765823,33304
88.06,8.806000000000003,670,0.07,538,77550,0.08428966827341355,33768
88.76,8.876,680,0.07,544,78272,0.08483511432132218,34128
85.15,8.515,690,0.07,549,78948,0.1328862254304113,34472
83.85,8.384999999999998,700,0.07,555,79644,0.235445251717465,34816
78.79,7.878999999999998,710,0.07,559,80191,0.17089677542389836,35088
75.16,7.515999999999998,720,0.07,563,80643,0.13728543270553928,35320
69.68,6.967999999999998,730,0.07,568,81265,0.13369202028843574,35632
66.3,6.6299999999999955,740,0.07,574,81967,0.10187726767617278,35976
66.02,6.601999999999993,750,0.07,580,82752,0.20267262868583202,36368
69.05,6.904999999999997,760,0.07,588,83620,0.11971335376438219,36808
64.59,6.458999999999992,770,0.07,591,84109,0.20298758684657514,37048
65.14,6.513999999999997,780,0.07,597,84886,0.12310585667728446,37440
64.99,6.498999999999996,790,0.07,603,85547,0.1371909797016997,37768
65.11,6.510999999999996,800,0.07,608,86255,0.10626986503484659,38120
68.01,6.800999999999996,810,0.07,615,87092,0.19199314422439784,38544
69.23,6.922999999999994,820,0.07,620,87666,0.17253155243815854,38832
69.23,6.9229999999999965,830,0.07,625,88288,0.1185830804752186,39136
67.64,6.763999999999997,840,0.07,629,88831,0.08705555292544886,39408
68.38,6.837999999999997,850,0.07,636,89690,0.13962042893399484,39840
