rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,rollout/exploration_rate,time/time_elapsed,time/total_timesteps,train/loss,train/n_updates
107.2,-10.720000000000011,10,0.9748434999999999,2,1082,,
101.0,-10.100000000000007,20,0.95257,3,2040,,
107.7,-10.770000000000014,30,0.9241817499999999,5,3261,,
99.3,-9.930000000000007,40,0.9067210000000001,6,4012,,
98.62,-9.862000000000009,50,0.8841917500000003,7,4981,,
96.9,-9.690000000000007,60,0.8634295,9,5874,,
90.28571428571429,-9.028571428571436,70,0.8514324999999998,10,6390,,
100.225,-10.022500000000012,80,0.8117214999999999,13,8098,,
102.4,-10.24000000000001,90,0.7836355000000002,15,9306,,
97.54,-9.754000000000008,100,0.7708944999999998,16,9854,,
94.09,-9.409000000000013,110,0.7537592500000001,20,10591,0.12268044589291094,288
101.18,-10.118000000000016,120,0.7150015000000003,32,12258,0.04814769549011544,1128
106.45,-10.645000000000017,130,0.6743604999999999,45,14006,0.0785176426434191,2000
113.02,-11.302000000000026,140,0.6416245000000003,55,15414,0.059817102694069035,2704
123.45,-12.345000000000027,150,0.5948454999999999,70,17426,0.09125885415414814,3712
129.39,-12.93900000000003,160,0.56027275,81,18913,0.06206494469370227,4456
134.65,-13.465000000000034,170,0.5360462500000003,89,19955,0.11486770998453721,4976
132.7,-13.27000000000003,180,0.500869,101,21468,0.03218369933165377,5728
137.1,-13.71000000000003,190,0.462553,113,23116,0.043450038676382974,6552
145.63,-14.563000000000034,200,0.4299797500000003,124,24517,0.05494466848904267,7256
149.64,-14.964000000000038,210,0.40352124999999994,133,25655,0.10962940558965784,7824
145.98,-14.598000000000036,220,0.3732730000000001,143,26956,0.09904784846003167,8472
138.77,-13.87700000000003,230,0.34939524999999994,151,27983,0.05717853709938936,8984
133.22,-13.322000000000024,240,0.32956300000000016,158,28836,0.057423762686084956,9416
120.06,-12.00600000000002,250,0.313381,164,29532,0.05628643163072411,9760
113.34,-11.334000000000017,260,0.2944322500000003,171,30347,0.05814902429119684,10168
111.93,-11.193000000000017,270,0.2734840000000004,178,31248,0.04788962700695265,10616
103.65,-10.365000000000014,280,0.25755775000000036,184,31933,0.16272802973981015,10960
94.68,-9.468000000000005,290,0.24009700000000012,190,32684,0.10525951485033147,11336
91.06,-9.106000000000003,300,0.21594025000000028,198,33723,0.08221227439935319,11856
87.66,-8.766,310,0.19738675000000006,205,34521,0.09429480477410834,12256
80.07,-8.006999999999996,320,0.18478525000000012,209,35063,0.06055740884039551,12528
79.41,-7.940999999999992,330,0.16244199999999986,217,36024,0.09617842748411931,13008
80.08,-8.007999999999996,340,0.14105200000000007,225,36944,0.059660137674654834,13464
84.68,-8.467999999999995,350,0.11417500000000014,234,38100,0.12138938595307991,14048
84.41,-8.440999999999995,360,0.09585400000000033,241,38888,0.14387623363290913,14440
82.46,-8.245999999999993,370,0.07943950000000022,247,39594,0.09693810238968581,14792
88.44,-8.843999999999996,380,0.07,257,40877,0.1588941402733326,15432
94.59,-9.459000000000001,390,0.07,269,42243,0.12173988850554451,16120
91.46,-9.146,400,0.07,275,42969,0.10099384891509544,16480
89.17,-8.917,410,0.07,280,43538,0.09893966291565448,16768
92.31,-9.231000000000002,420,0.07,287,44394,0.13571332138963044,17192
95.1,-9.510000000000003,430,0.07,298,45634,0.08887032525672112,17816
94.86,-9.486,440,0.07,305,46530,0.13758839751244523,18264
91.33,-9.133000000000003,450,0.07,312,47333,0.16312961527728476,18664
94.93,-9.493000000000002,460,0.07,321,48481,0.16417408268898726,19240
101.4,-10.140000000000006,470,0.07,333,49834,0.1273198743001558,19912
103.05,-10.305000000000007,480,0.07,344,51282,0.14039539924124256,20640
94.49,-9.449000000000003,490,0.07,348,51792,0.13790046580834314,20888
97.46,-9.746000000000004,500,0.07,356,52815,0.09106046432862058,21400
100.43,-10.043000000000006,510,0.07,363,53681,0.05363431968726218,21840
100.74,-10.074000000000007,520,0.07,370,54568,0.06425115169258788,22280
97.4,-9.740000000000007,530,0.07,377,55474,0.1266542688535992,22736
95.34,-9.534000000000006,540,0.07,383,56164,0.09276748186675832,23080
93.85,-9.385000000000005,550,0.07,388,56818,0.13063655243604444,23408
91.62,-9.162000000000004,560,0.07,395,57743,0.15755527070723474,23864
82.92,-8.292000000000002,570,0.07,399,58226,0.13228270286344923,24112
75.68,-7.567999999999996,580,0.07,404,58950,0.13016352077829652,24472
79.24,-7.923999999999995,590,0.07,411,59816,0.07962651518755592,24904
77.48,-7.747999999999996,600,0.07,418,60663,0.1859118426218629,25328
77.72,-7.771999999999997,610,0.07,425,61553,0.09146696649258956,25776
80.96,-8.095999999999997,620,0.07,435,62764,0.10719515886739828,26376
79.26,-7.925999999999996,630,0.07,440,63500,0.14640657842392102,26744
82.73,-8.272999999999994,640,0.07,448,64537,0.13060105475597084,27264
85.64,-8.563999999999998,650,0.07,455,65482,0.1853878075198736,27736
84.33,-8.433,660,0.07,462,66276,0.13524307851912454,28136
86.12,-8.611999999999998,670,0.07,467,66938,0.08120271406369284,28464
86.64,-8.664,680,0.07,474,67714,0.18556245230138302,28856
88.93,-8.893000000000002,690,0.07,482,68809,0.05731593235395849,29400
90.17,-9.017000000000001,700,0.07,490,69780,0.12472225836245343,29888
90.41,-9.041000000000002,710,0.07,497,70694,0.0824521413014736,30344
86.17,-8.617,720,0.07,503,71481,0.16248830122640356,30736
85.74,-8.574000000000003,730,0.07,509,72174,0.1707012027327437,31080
81.58,-8.158000000000001,740,0.07,514,72795,0.17276796710211784,31392
78.64,-7.864000000000002,750,0.07,520,73446,0.08299205987714231,31720
80.7,-8.070000000000002,760,0.07,528,74446,0.20137050590710714,32216
80.18,-8.018,770,0.07,532,75056,0.1364244770957157,32520
81.22,-8.122000000000003,780,0.07,539,75936,0.1348004832107108,32960
80.29,-8.029000000000002,790,0.07,546,76938,0.18348130863159895,33464
78.83,-7.883000000000001,800,0.07,553,77763,0.21276018768548965,33880
78.36,-7.836000000000001,810,0.07,559,78630,0.13294133788440377,34312
81.79,-8.179000000000004,820,0.07,569,79760,0.10701787745347247,34872
82.87,-8.287,830,0.07,575,80561,0.13373087893705815,35280
84.33,-8.433,840,0.07,582,81328,0.2021739138290286,35656
86.99,-8.698999999999998,850,0.07,589,82245,0.12594150408403948,36120
88.41,-8.841000000000001,860,0.07,597,83387,0.07084951305296272,36688
89.85,-8.985,870,0.07,603,84141,0.12060927250422537,37064
92.78,-9.277999999999999,880,0.07,612,85314,0.1931887505343184,37656
90.57,-9.056999999999999,890,0.07,618,86095,0.1110953806200996,38040
92.98,-9.297999999999995,900,0.07,627,87161,0.14585585048189387,38576
92.79,-9.278999999999998,910,0.07,634,88009,0.1505319633288309,39000
91.7,-9.169999999999998,920,0.07,642,89030,0.1671089532901533,39512
92.61,-9.261,930,0.07,649,89922,0.1022848843713291,39960
95.04,-9.504000000000001,940,0.07,657,90932,0.13850881211692467,40464
95.51,-9.551000000000002,950,0.07,665,91896,0.1361827544751577,40944
92.9,-9.29,960,0.07,672,92777,0.11288024589885026,41384
95.7,-9.57,970,0.07,681,93811,0.15996304177679121,41904
92.19,-9.219,980,0.07,687,94633,0.1290854595717974,42312
96.13,-9.613000000000001,990,0.07,697,95808,0.1266736292745918,42896
95.57,-9.557000000000002,1000,0.07,705,96818,0.1307776487665251,43408
99.33,-9.933000000000002,1010,0.07,715,98042,0.12948247604072094,44016
101.3,-10.13,1020,0.07,724,99260,0.15619308163877577,44624
101.17,-10.116999999999999,1030,0.07,731,100139,0.11150040314532816,45064
99.0,-9.899999999999999,1040,0.07,737,100932,0.07691914157476276,45464
96.13,-9.612999999999998,1050,0.07,743,101609,0.11455004633171484,45800
97.89,-9.788999999999998,1060,0.07,751,102666,0.11393469129689038,46328
96.97,-9.696999999999997,1070,0.07,758,103608,0.16389923030510545,46800
98.91,-9.891,1080,0.07,766,104624,0.0993710522307083,47304
95.98,-9.597999999999999,1090,0.07,774,105506,0.1385788299376145,47752
95.16,-9.515999999999998,1100,0.07,782,106434,0.2116689948597923,48216
89.78,-8.977999999999998,1110,0.07,787,107120,0.07228796242270619,48552
85.16,-8.515999999999996,1120,0.07,794,107876,0.10560818621888757,48936
87.14,-8.713999999999995,1130,0.07,802,108953,0.17022718937369063,49472
86.53,-8.652999999999995,1140,0.07,808,109685,0.2352530281059444,49840
85.57,-8.556999999999995,1150,0.07,812,110266,0.1496171643375419,50128
81.78,-8.177999999999994,1160,0.07,818,110944,0.15901338192634284,50464
79.59,-7.958999999999995,1170,0.07,823,111667,0.19418024993501604,50832
75.96,-7.595999999999992,1180,0.07,828,112320,0.13348445668816566,51152
72.19,-7.218999999999994,1190,0.07,832,112825,0.1259929039515555,51408
68.48,-6.847999999999995,1200,0.07,837,113382,0.15164567186729982,51688
66.37,-6.636999999999996,1210,0.07,841,113857,0.08927878289250657,51928
68.47,-6.846999999999995,1220,0.07,848,114823,0.12798333092359826,52408
65.78,-6.577999999999994,1230,0.07,855,115631,0.16280970117077231,52808
62.34,-6.233999999999996,1240,0.07,858,116019,0.20033481705468148,53008
64.23,-6.422999999999994,1250,0.07,864,116789,0.16606141859665513,53392
63.03,-6.302999999999993,1260,0.07,869,117347,0.18890290043782443,53672
63.49,-6.348999999999992,1270,0.07,875,118116,0.10184084321372211,54056
66.74,-6.6739999999999915,1280,0.07,882,119094,0.07438854651991278,54544
67.88,-6.787999999999993,1290,0.07,887,119713,0.16300425108056515,54856
67.49,-6.748999999999992,1300,0.07,892,120231,0.2187986073549837,55112
68.76,-6.875999999999992,1310,0.07,897,120833,0.2576192272827029,55416
64.44,-6.443999999999993,1320,0.07,901,121367,0.19377231504768133,55680
65.51,-6.550999999999993,1330,0.07,908,122282,0.1965418510371819,56136
69.3,-6.9299999999999935,1340,0.07,914,123049,0.16527737525757402,56520
69.17,-6.916999999999994,1350,0.07,920,123806,0.1821777923614718,56896
69.72,-6.971999999999992,1360,0.07,925,124419,0.16491206805221736,57208
69.36,-6.9359999999999955,1370,0.07,931,125152,0.18177700543310493,57568
64.69,-6.468999999999993,1380,0.07,935,125663,0.1175217810086906,57824
67.0,-6.699999999999996,1390,0.07,942,126513,0.21696804463863373,58256
66.7,-6.6699999999999955,1400,0.07,945,127001,0.09429635078413412,58496
68.15,-6.814999999999997,1410,0.07,951,127748,0.18169809528626502,58872
68.56,-6.855999999999998,1420,0.07,955,128323,0.18185145687311888,59160
63.57,-6.356999999999999,1430,0.07,959,128739,0.20582379749976099,59368
62.28,-6.227999999999998,1440,0.07,963,129377,0.1641494759824127,59688
61.28,-6.1279999999999974,1450,0.07,968,130034,0.1367628606967628,60016
60.12,-6.011999999999998,1460,0.07,972,130531,0.2476278996327892,60264
63.26,-6.325999999999999,1470,0.07,980,131578,0.1503030901076272,60784
63.63,-6.363,1480,0.07,985,132126,0.14437138196080923,61056
65.14,-6.513999999999998,1490,0.07,993,133127,0.15182204107986763,61560
66.39,-6.638999999999998,1500,0.07,998,133740,0.07125123526202515,61864
65.86,-6.585999999999998,1510,0.07,1004,134434,0.10911078832577914,62216
65.96,-6.5959999999999965,1520,0.07,1009,135019,0.13585747015895322,62504
69.02,-6.901999999999998,1530,0.07,1014,135741,0.11305549211101606,62864
66.56,-6.655999999999998,1540,0.07,1017,136133,0.14821130048949271,63064
65.3,-6.53,1550,0.07,1022,136664,0.16476303961826488,63328
66.52,-6.651999999999998,1560,0.07,1027,137283,0.19366426183842123,63640
65.28,-6.5280000000000005,1570,0.07,1035,138206,0.11500576930120587,64096
65.99,-6.599000000000001,1580,0.07,1039,138825,0.2128635224653408,64408
62.68,-6.268000000000001,1590,0.07,1044,139495,0.19244494510348886,64744
61.95,-6.195000000000001,1600,0.07,1049,140035,0.0753569999942556,65016
64.74,-6.474,1610,0.07,1057,141008,0.1918652084423229,65496
65.95,-6.595,1620,0.07,1063,141714,0.16864392155548558,65856
64.36,-6.435999999999999,1630,0.07,1067,142277,0.13954998383997008,66136
68.71,-6.870999999999997,1640,0.07,1074,143104,0.08472363470355049,66544
70.6,-7.059999999999997,1650,0.07,1079,143824,0.08627159532625228,66904
71.7,-7.169999999999998,1660,0.07,1085,144553,0.11067098216153681,67272
72.67,-7.266999999999995,1670,0.07,1094,145573,0.10101837723050267,67784
75.0,-7.4999999999999964,1680,0.07,1101,146425,0.2161567304865457,68208
81.29,-8.128999999999998,1690,0.07,1111,147724,0.14354057097807527,68856
87.91,-8.791,1700,0.07,1121,148926,0.16692504292586818,69456
89.61,-8.960999999999999,1710,0.07,1131,150069,0.15585594440926798,70032
95.02,-9.502000000000002,1720,0.07,1141,151316,0.19523113535251468,70656
99.07,-9.907000000000004,1730,0.07,1148,152284,0.17958643974270672,71136
101.17,-10.117,1740,0.07,1157,153321,0.21011096332222223,71656
101.81,-10.181000000000003,1750,0.07,1163,154105,0.20497677312232554,72048
105.69,-10.569000000000008,1760,0.07,1172,155222,0.1137478263117373,72608
103.06,-10.306000000000006,1770,0.07,1179,155979,0.16636185604147613,72984
105.23,-10.523000000000007,1780,0.07,1187,157048,0.15219903772231191,73520
100.33,-10.033000000000001,1790,0.07,1194,157857,0.09938197245355695,73928
96.7,-9.670000000000002,1800,0.07,1200,158696,0.18842599191702902,74344
96.76,-9.676000000000002,1810,0.07,1209,159845,0.24741976882796735,74920
91.4,-9.139999999999999,1820,0.07,1214,160556,0.2204913828172721,75272
88.07,-8.807,1830,0.07,1219,161191,0.09064130578190088,75592
90.42,-9.042000000000005,1840,0.07,1229,162463,0.15249087766278535,76224
94.22,-9.422000000000004,1850,0.07,1238,163627,0.16861314862035215,76808
98.97,-9.897000000000006,1860,0.07,1251,165219,0.19222469255328178,77608
102.25,-10.225000000000009,1870,0.07,1260,166304,0.20689304819097742,78144
103.21,-10.321000000000012,1880,0.07,1269,167469,0.18118816730566323,78728
110.51,-11.051000000000013,1890,0.07,1281,169008,0.1824202792486176,79496
110.0,-11.000000000000016,1900,0.07,1287,169796,0.1940018404275179,79896
108.63,-10.86300000000001,1910,0.07,1295,170808,0.1812360769836232,80400
113.42,-11.342000000000011,1920,0.07,1304,171998,0.19611813890514895,80992
114.56,-11.456000000000012,1930,0.07,1309,172747,0.1674992101616226,81368
112.25,-11.225000000000014,1940,0.07,1317,173788,0.17598867771448568,81888
117.28,-11.728000000000014,1950,0.07,1330,175455,0.1694692822638899,82720
109.51,-10.951000000000011,1960,0.07,1336,176270,0.24736976058920845,83128
112.33,-11.233000000000013,1970,0.07,1346,177637,0.10283359664026648,83816
111.8,-11.180000000000012,1980,0.07,1355,178749,0.08558226970490068,84368
107.33,-10.733000000000011,1990,0.07,1364,179841,0.196035360917449,84920
111.69,-11.169000000000013,2000,0.07,1373,181065,0.18478310137288645,85528
112.78,-11.278000000000013,2010,0.07,1382,182186,0.07310934772249311,86088
113.56,-11.356000000000016,2020,0.07,1391,183454,0.13919237680966035,86720
120.49,-12.04900000000002,2030,0.07,1402,184896,0.09990450006444007,87440
123.45,-12.345000000000022,2040,0.07,1413,186233,0.04577732033794746,88112
113.59,-11.359000000000016,2050,0.07,1418,186914,0.2781824851408601,88456
116.35,-11.635000000000018,2060,0.07,1427,188005,0.16501141875050962,89000
113.64,-11.364000000000019,2070,0.07,1435,189101,0.1403758653323166,89544
118.47,-11.847000000000023,2080,0.07,1448,190696,0.23517424566671252,90344
120.51,-12.051000000000021,2090,0.07,1458,191992,0.18548774952068925,90992
117.59,-11.759000000000016,2100,0.07,1465,192924,0.1419216944486834,91456
119.42,-11.942000000000018,2110,0.07,1475,194228,0.14294850989244878,92112
120.08,-12.008000000000017,2120,0.07,1485,195562,0.11367852881085128,92776
119.68,-11.968000000000012,2130,0.07,1496,196964,0.19430090062087402,93480
113.83,-11.383000000000012,2140,0.07,1502,197716,0.14306959821260534,93856
118.51,-11.851000000000008,2150,0.07,1511,198865,0.2420388534083031,94432
