rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,train/loss,train/n_updates
79.8,-3.5478676995847875,10,0,808,0.9812139999999998,,
94.4,-4.3371072268742745,20,2,1908,0.955639,,
99.63333333333334,-4.823814586020849,30,3,3019,0.9298082500000001,,
88.925,-4.233031119997618,40,4,3597,0.9163697499999999,,
90.64,-4.4743212284661436,50,6,4582,0.8934685000000001,,
96.75,-4.822346279389757,60,8,5865,0.8636387499999998,,
100.05714285714286,-4.91517298888548,70,10,7074,0.8355294999999999,,
99.4125,-4.866385597291677,80,11,8033,0.8132327500000001,,
101.72222222222223,-5.179480394293866,90,14,9245,0.7850537500000002,,
101.65,-5.280985768612466,100,17,10265,0.7613387500000002,0.055930305214133114,128
102.41,-5.3468001789996205,110,23,11149,0.7407857499999999,0.09269332777330419,568
106.27,-5.614478359081073,120,33,12635,0.7062362500000001,0.07457091707692598,1312
115.87,-6.192404261305928,130,48,14706,0.6580855000000001,0.06595712181297131,2352
120.79,-6.457076931402395,140,56,15776,0.6332079999999998,0.06592445357819088,2880
122.43,-6.452007511698546,150,65,16925,0.6064937500000003,0.084991188661661,3456
122.83,-6.414449170247013,160,75,18248,0.5757340000000001,0.06716712728666607,4120
124.92,-6.675056968281671,170,85,19666,0.5427654999999999,0.066539722669404,4832
123.43,-6.57774395498748,180,92,20476,0.523933,0.0849313146318309,5232
121.26,-6.2860576118173155,190,99,21471,0.5007992500000001,0.05951364542124793,5728
127.62,-6.481641219548749,200,112,23127,0.4622972499999999,0.1059474244248122,6560
130.68,-6.569500482622897,210,121,24317,0.4346297499999998,0.06936824310105294,7152
123.93,-6.08988605753225,220,128,25128,0.4157740000000002,0.09686842930386774,7560
113.26,-5.300543443167651,230,135,26132,0.3924310000000001,0.14248792850412428,8064
109.03,-5.028008635298986,240,140,26779,0.3773882500000002,0.05024591716937721,8384
104.37,-4.724348939876204,250,146,27462,0.3615084999999998,0.05068771721562371,8728
98.43,-4.424113799709317,260,152,28191,0.3445592500000004,0.061306904011871666,9088
97.78,-4.270583307420147,270,163,29544,0.3131020000000002,0.09092686953954399,9768
98.78,-4.295815635280767,280,170,30454,0.29194449999999994,0.08068928692955524,10224
100.19,-4.343564663139028,290,179,31590,0.26553249999999995,0.060619417345151305,10792
94.91,-4.043009564316851,300,188,32718,0.23930649999999998,0.09475063614081591,11352
90.56,-3.856334988871171,310,195,33473,0.22175275000000017,0.07844634889625013,11736
89.96,-3.912242327462509,320,201,34224,0.20429200000000036,0.11821143887937069,12104
97.03,-4.343364312834283,330,214,35935,0.16451125,0.1561776758171618,12960
100.05,-4.508767676681358,340,222,36884,0.142447,0.07147744065150619,13440
106.55,-4.833200991809963,350,233,38217,0.11145475000000027,0.08669063379056752,14104
109.09,-4.898146945164201,360,241,39200,0.08860000000000035,0.07990852708462626,14592
105.26,-4.598113175868151,370,249,40170,0.07,0.1273285789648071,15080
108.06,-4.686506672858996,380,258,41360,0.07,0.062492269556969404,15672
108.86,-4.636966570746359,390,268,42576,0.07,0.09010492253582925,16280
107.61,-4.566128540845026,400,277,43579,0.07,0.08789886394515634,16784
107.52,-4.585062363466698,410,283,44325,0.07,0.07292995392344892,17160
111.21,-4.798602716643197,420,293,45445,0.07,0.07975725957658142,17720
104.91,-4.4864851800312655,430,301,46526,0.07,0.08894899126607925,18256
106.15,-4.577415757238832,440,309,47599,0.07,0.08983167272526771,18792
102.51,-4.445347677277867,450,317,48568,0.07,0.09684161213226616,19280
114.88,-5.100122091266351,460,334,50788,0.07,0.05883430247195065,20392
115.29,-5.172702022640815,470,343,51799,0.07,0.07160474313423038,20896
112.19,-5.06630945117892,480,350,52679,0.07,0.09862401976715773,21336
107.29,-4.885104849585078,490,356,53405,0.07,0.0783350543351844,21696
