time/episodes,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,train/n_updates,train/loss
10,0,93.8,948,0.9779590000000001,5.446507290589428,,
20,1,79.6,1612,0.9625210000000002,4.7039464149044825,,
30,2,78.56666666666666,2387,0.9445022499999999,4.735133506927204,,
40,3,78.925,3197,0.9256697499999998,4.709083241596817,,
50,4,79.98,4049,0.9058607500000002,4.854268597911508,,
60,5,77.41666666666667,4705,0.89060875,4.704860869268485,,
70,6,76.27142857142857,5409,0.87424075,4.636759669340946,,
80,7,78.3125,6345,0.85247875,4.774114708936202,,
90,8,77.2,7038,0.8363664999999998,4.734117080922747,,
100,10,78.52,7952,0.815116,4.761904423355559,,
110,11,76.76,8724,0.7971670000000001,4.738726505681643,,
120,12,77.51,9463,0.7799852500000001,4.798932607980874,,
130,13,75.47,10034,0.7667094999999998,4.643633745918555,16,0.068253229605034
140,17,74.46,10743,0.7502252500000002,4.579629458443418,368,0.028388149876263924
150,20,73.96,11545,0.7315787499999999,4.492496943335637,768,0.009600001452781726
160,25,75.43,12348,0.712909,4.4605564830792375,1168,0.04744827697868459
170,28,74.67,12976,0.6983079999999998,4.285458261829549,1480,0.0851773285321542
180,30,70.19,13464,0.6869619999999999,3.8901311936947125,1728,0.06668288957007462
190,33,69.46,14084,0.6725469999999998,3.715398613127712,2040,0.1137432028845069
200,35,62.9,14342,0.6665485000000003,3.3072022892252524,2168,0.0667557189517538
210,36,57.85,14609,0.6603407499999999,2.8799916259501224,2304,0.02902838149748277
220,38,54.61,15024,0.6506920000000002,2.5776866594237706,2504,0.10549533201265149
230,39,51.33,15267,0.6450422499999999,2.350244834062968,2632,0.0573093876009807
240,42,49.16,15759,0.6336032500000003,2.161839138941654,2872,0.07605618571687955
250,44,44.46,16091,0.6258842500000004,1.8351707111681008,3040,0.09471605271392036
260,45,39.45,16393,0.6188627500000004,1.6034534123399493,3192,0.10426223921240307
270,48,39.16,16992,0.6049359999999999,1.6109199294466015,3488,0.0859572977933567
280,49,35.91,17155,0.6011462499999998,1.4856984409318321,3576,0.06727183921611868
290,51,33.65,17549,0.5919857500000002,1.382985856301748,3768,0.07680768525460735
300,53,35.49,17991,0.5817092500000001,1.4466358864646156,3992,0.1045711211336311
310,55,36.52,18361,0.57310675,1.494283275510947,4176,0.12291646003723145
320,57,36.5,18774,0.5635045000000001,1.5126012040738985,4384,0.10466944717336446
330,59,37.49,19116,0.5555530000000001,1.5669685410654464,4552,0.13233428075909615
340,61,34.97,19356,0.5499730000000002,1.444730242974849,4672,0.07787629554513842
350,63,35.71,19762,0.5405335000000002,1.4594984168965768,4880,0.06829291791655123
360,64,35.79,20072,0.533326,1.4488345625801173,5032,0.13133971753995866
370,66,32.1,20302,0.5279785000000001,1.2724607335170328,5144,0.07758371706586331
380,68,33.81,20636,0.5202129999999998,1.3411321282259234,5312,0.07796839403454214
390,68,31.4,20789,0.5166557500000003,1.2275254767669705,5392,0.15929433412384242
400,70,29.45,21036,0.5109129999999998,1.1581284723541307,5512,0.15043926530051976
410,71,28.18,21279,0.50526325,1.0972161246732297,5632,0.13389033381827176
420,73,27.1,21584,0.49817199999999995,1.047447766778007,5784,0.1234338206704706
430,74,26.46,21862,0.4917085,0.9951433168687625,5928,0.23948731645941734
440,75,26.48,22104,0.48608200000000035,0.9912597180463671,6048,0.14239997672848403
450,77,25.79,22441,0.47824675000000005,0.9789189863722322,6216,0.18529492523521185
460,79,25.13,22685,0.4725737500000001,0.966027833636486,6336,0.15943916712421924
470,80,24.77,22879,0.46806324999999993,0.9420547183581419,6432,0.20194901153445244
