time/episodes,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,train/n_updates,train/loss
10,0,55.7,567,0.9868172499999999,-3.790833373852082,,
20,1,77.05,1561,0.9637067500000003,-4.7967227301208855,,
30,2,83.3,2529,0.9412007499999999,-5.014732933215877,,
40,3,84.0,3400,0.9209499999999999,-4.936822102500827,,
50,4,82.92,4196,0.902443,-4.947383134935719,,
60,5,79.78333333333333,4847,0.88730725,-4.745967533774614,,
70,6,79.97142857142858,5668,0.8682189999999999,-4.840738606421724,,
80,7,79.35,6428,0.8505489999999998,-4.888640067901691,,
90,8,79.7,7263,0.8311352500000001,-4.849169396184003,,
100,10,80.1,8110,0.8114425000000002,-4.978545734045031,,
110,11,82.28,8895,0.7931912499999998,-5.06037683200485,,
120,12,80.8,9741,0.77352175,-4.978458223868743,,
130,14,77.41,10370,0.7588975000000002,-4.78503809165141,184,0.00945998304632667
140,18,77.38,11238,0.7387165000000002,-4.828344168999654,616,0.03691146559322078
150,21,74.57,11753,0.7267427500000002,-4.546203808935852,872,0.018562677907539182
160,24,73.73,12320,0.7135600000000001,-4.37524187827356,1152,0.03700459604806383
170,26,70.07,12775,0.7029812499999999,-4.029301708900238,1384,0.0460028721481649
180,29,68.95,13423,0.6879152499999999,-3.759721226161883,1704,0.04568692195425683
190,32,65.2,13883,0.67722025,-3.4814715172938264,1936,0.036733857330546016
200,34,61.64,14374,0.6658045000000001,-3.0528191100485382,2184,0.09132676788431127
210,37,58.96,14891,0.6537842500000004,-2.7701700261340862,2440,0.04548155529482756
220,39,55.11,15352,0.6430660000000004,-2.471215779269346,2672,0.09039841857884312
230,41,51.67,15637,0.6364397500000003,-2.231381822547633,2816,0.06312565876578446
240,43,47.94,16132,0.6249310000000003,-1.9033374239247423,3064,0.08101000100577949
250,46,47.79,16632,0.613306,-1.8834218921848185,3312,0.09839306262438186
260,47,44.47,16867,0.6078422499999998,-1.7677201770033304,3432,0.06276966400037054
270,49,44.17,17292,0.5979610000000002,-1.7514742307980027,3640,0.05363605450838804
280,51,40.89,17612,0.5905209999999999,-1.627214802986594,3800,0.11389639397384599
290,52,39.21,17904,0.5837319999999998,-1.5831863551592176,3944,0.08766586812271271
300,54,37.68,18242,0.5758734999999999,-1.5517972753557223,4120,0.13031321205198765
310,55,34.67,18458,0.5708515000000001,-1.458726807811029,4224,0.07015392089670058
320,57,33.81,18833,0.5621327499999998,-1.408445602537598,4416,0.1709326411219081
330,59,34.62,19199,0.5536232499999998,-1.4377623738055838,4592,0.07716118346434087
340,60,31.93,19425,0.54836875,-1.3330322412149849,4712,0.09337166091427207
350,62,29.73,19705,0.5418587500000002,-1.2454205357758399,4848,0.0848804078559624
360,63,30.22,19989,0.5352557500000004,-1.2776087780076204,4992,0.09217573936621193
370,65,29.47,20339,0.5271182500000001,-1.2218957215180648,5168,0.06729260565771256
380,66,28.67,20579,0.5215382500000003,-1.1940944071137531,5288,0.07483986832085066
390,67,28.25,20829,0.5157257499999999,-1.1584729610520912,5408,0.10684538251371123
400,69,27.43,21085,0.5097737500000001,-1.1158535563039291,5536,0.09016135105048306
410,70,28.15,21373,0.5030777500000001,-1.1305502520919277,5680,0.161253341473639
420,72,27.6,21693,0.4956377499999999,-1.0837129132059982,5840,0.08003308167099021
430,73,26.27,21926,0.49022050000000006,-1.0314913338974592,5960,0.09564489120384678
440,75,26.71,22196,0.48394300000000023,-1.0520729014368626,6096,0.12638678681105375
450,76,26.45,22450,0.4780375000000002,-1.0263351010027408,6224,0.10901487153023481
460,77,26.41,22730,0.4715274999999999,-1.018792996068291,6360,0.07136176669155248
470,79,25.39,22978,0.46576149999999983,-0.9885071962348665,6488,0.13654072253848426
480,80,25.32,23211,0.4603442499999999,-0.9586248179930031,6600,0.17106240225257352
490,81,25.13,23442,0.4549734999999999,-0.9426496393010106,6720,0.1547116907313466
500,82,24.42,23627,0.4506722500000001,-0.895117142957019,6808,0.11917849536985159
510,84,24.46,23919,0.44388325000000006,-0.9049163667552531,6952,0.2031263019889593
520,85,22.92,24085,0.44002375000000005,-0.867635370897018,7040,0.14235370373353362
530,86,23.01,24327,0.4343972500000004,-0.8569969416236058,7160,0.08673035632818937
540,88,23.08,24604,0.4279569999999999,-0.8523686985191752,7296,0.12966484995558858
550,89,23.47,24897,0.4211447500000003,-0.8742161244683119,7448,0.1271963418694213
560,91,24.44,25274,0.4123795000000001,-0.8985321513217527,7632,0.12917274050414562
570,93,25.76,25654,0.4035445000000001,-0.9317201996194733,7824,0.1476076659746468
580,95,26.65,25976,0.39605800000000013,-0.9806807559198718,7984,0.18045125051867217
590,97,26.87,26229,0.3901757499999997,-0.9810267306984488,8112,0.10558502253843471
600,98,27.53,26480,0.38434000000000024,-1.0021161608548583,8232,0.10900071158539504
610,99,26.85,26704,0.37913200000000025,-0.976471164646849,8344,0.17167527228593826
620,101,27.77,26962,0.37313350000000023,-1.004391948419052,8480,0.13882030919194221
630,102,27.86,27213,0.3672977500000002,-1.012503680414114,8600,0.1726834112778306
640,104,28.41,27545,0.35957875000000017,-1.0317794279872117,8768,0.12470131274312735
650,105,27.83,27780,0.35411499999999996,-1.0081293756859295,8888,0.1536717233248055
660,106,26.16,27990,0.34923250000000006,-0.952891649198394,8992,0.13044147728942335
670,107,24.42,28196,0.34444300000000005,-0.8998387702153466,9096,0.09008933370932937
680,109,23.47,28423,0.3391652500000002,-0.8698675676820901,9208,0.14749294886132702
690,110,22.38,28567,0.33581724999999996,-0.8419608256715368,9280,0.08617087244056165
700,111,21.72,28752,0.33151600000000014,-0.8204148045372578,9368,0.14194036065600812
710,112,21.72,28976,0.32630800000000004,-0.8169054715051756,9480,0.08119361917488277
720,113,21.31,29193,0.32126275000000004,-0.8010008497857466,9592,0.0577545597916469
730,115,21.19,29432,0.31570600000000026,-0.7949787642050429,9712,0.11161920381709933
740,115,19.46,29591,0.3120092499999998,-0.7331875963112802,9792,0.09451488545164466
750,117,19.23,29803,0.30708024999999994,-0.7207566022427742,9896,0.12187069794163108
760,118,19.06,29996,0.302593,-0.7082316229673219,9992,0.09236948355101049
770,119,18.81,30177,0.2983847500000004,-0.6951744924799725,10088,0.10551580647006631
780,119,18.01,30324,0.2949670000000001,-0.6589725615727337,10160,0.10551153682172298
790,121,18.5,30517,0.29047975000000015,-0.6829538116593163,10256,0.13119859993457794
800,122,18.53,30705,0.2861087499999999,-0.6989176442740677,10352,0.09114826796576381
810,122,17.79,30855,0.2826212500000004,-0.6684427621713376,10424,0.12690415466204286
820,124,18.24,31117,0.27652975000000024,-0.6918196011434788,10552,0.07627847883850336
830,125,18.07,31339,0.27136825,-0.6974933055315017,10664,0.09485136577859521
840,126,18.38,31529,0.26695075,-0.710577899531668,10760,0.11101560201495886
850,127,18.12,31715,0.26262624999999995,-0.7153262867258079,10856,0.11103586386889219
860,128,17.8,31876,0.2588830000000003,-0.702175825617938,10936,0.09298393316566944
870,130,18.25,32102,0.2536284999999999,-0.7161158970940344,11048,0.09751843148842454
880,130,18.44,32268,0.2497689999999999,-0.7177934018282625,11128,0.08704564347863197
890,131,18.24,32441,0.24574675000000046,-0.7141508488225081,11216,0.10428756289184093
900,133,18.21,32626,0.2414455000000001,-0.6935552222594054,11312,0.09904117928817868
910,134,18.66,32821,0.2369117500000003,-0.7119391888670568,11408,0.0993129638954997
920,135,17.87,33004,0.23265700000000045,-0.6659940027823542,11496,0.07345065847039223
930,136,17.18,33157,0.22909975000000027,-0.6300132218284049,11576,0.11902469024062157
940,137,16.87,33316,0.22540300000000024,-0.6143559130657856,11656,0.10119582479819655
950,138,17.16,33531,0.2204042500000002,-0.614279035174593,11760,0.09387812204658985
960,139,17.35,33711,0.21621924999999997,-0.6275684300757327,11848,0.08205800782889128
970,140,16.99,33901,0.21180175000000012,-0.6142291884275956,11944,0.09964211983606219
980,141,17.0,34068,0.2079190000000004,-0.6206669944462457,12032,0.07050358131527901
990,142,16.71,34212,0.20457100000000017,-0.5990910234389982,12104,0.11546092759817839
1000,142,16.18,34344,0.20150200000000018,-0.5778614825059017,12168,0.06153968162834644
1010,144,16.23,34544,0.19685200000000014,-0.5657313824300934,12264,0.07445684773847461
1020,144,15.78,34682,0.19364349999999975,-0.560537589126389,12336,0.06693571340292692
1030,145,16.0,34857,0.18957475000000001,-0.5767194968713433,12424,0.07372180372476578
1040,146,16.23,35039,0.18534325000000018,-0.5981143965093584,12512,0.07979775872081518
1050,147,15.11,35142,0.18294849999999996,-0.5565063995930204,12568,0.07819631672464311
1060,148,14.78,35289,0.1795307500000003,-0.5382406199632804,12640,0.0894726007245481
1070,149,14.59,35460,0.17555500000000002,-0.544532342149348,12728,0.06347190798260272
1080,150,14.57,35625,0.17171875000000014,-0.5374971315231708,12808,0.07492450997233391
1090,151,14.68,35780,0.1681149999999998,-0.5397225505938964,12888,0.076063790358603
1100,151,14.68,35912,0.16504600000000036,-0.5473022488631631,12952,0.08371160086244345
1110,152,14.17,36061,0.1615817500000004,-0.537581640178917,13024,0.08702531363815069
1120,153,14.55,36237,0.15748974999999998,-0.5519982953586713,13112,0.06216485891491175
1130,154,14.17,36374,0.1543045000000003,-0.5358582165970351,13184,0.06568181794136763
1140,155,13.9,36529,0.15070075000000027,-0.5192009371510851,13264,0.07013832312077284
1150,156,14.3,36672,0.14737600000000028,-0.5317452838913823,13328,0.051483319723047316
1160,157,14.18,36807,0.14423725000000043,-0.5217802383050899,13400,0.06951905181631446
1170,157,13.84,36944,0.14105200000000007,-0.49288016139874435,13464,0.04995031433645636
1180,159,14.15,37140,0.13649500000000026,-0.5106680636277939,13568,0.060622981283813715
1190,159,14.16,37296,0.1328680000000001,-0.5079987855912502,13640,0.04975087149068713
1200,160,14.42,37454,0.12919449999999988,-0.5192198674626153,13720,0.0479630078189075
1210,161,14.64,37625,0.12521875000000016,-0.5353564045338747,13808,0.06228199601173401
1220,162,14.02,37739,0.12256824999999982,-0.5124471474681165,13864,0.04628264554776251
1230,163,13.74,37848,0.1200340000000002,-0.49487280268657036,13920,0.05179497413337231
1240,163,13.34,37963,0.11736024999999983,-0.4739194135425284,13976,0.04215145576745272
1250,164,13.63,38135,0.11336124999999986,-0.4931201727445947,14064,0.04561709612607956
1260,165,13.59,38266,0.11031550000000012,-0.4978522870352898,14128,0.042697855504229665
1270,166,14.01,38445,0.10615375000000027,-0.5300231574993459,14216,0.03651989693753421
1280,167,13.52,38592,0.10273600000000005,-0.514013424141851,14288,0.031972415279597044
1290,168,13.68,38764,0.09873700000000007,-0.5236037436242988,14376,0.03247220953926444
1300,169,13.71,38925,0.09499374999999988,-0.5229183479567499,14456,0.03903158172033727
1310,170,13.05,39030,0.09255250000000048,-0.4959325765815975,14512,0.03640788188204169
1320,170,13.56,39195,0.08871625000000005,-0.5063206487407953,14592,0.03161008912138641
1330,171,13.5,39298,0.08632149999999994,-0.5037624115680317,14648,0.02590522193349898
