time/episodes,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,train/n_updates,train/loss
10,0,79.6,806,0.9812605000000001,-5.346353057819428,,
20,1,78.95,1599,0.9628232500000001,-4.771263909369745,,
30,2,74.0,2250,0.9476875000000001,-4.305542698479291,,
40,3,78.5,3180,0.9260649999999999,-4.511176721508328,,
50,5,77.8,3940,0.9083949999999997,-4.433506890896949,,
60,6,81.33333333333333,4940,0.8851450000000003,-4.778703152422068,,
70,7,81.21428571428571,5755,0.86619625,-4.800965783746005,,
80,8,78.975,6398,0.8512465000000002,-4.5818299159472975,,
90,10,79.57777777777778,7252,0.8313910000000002,-4.6804813638974005,,
100,11,78.94,7994,0.8141395000000002,-4.628175389906791,,
110,12,78.95,8801,0.7953767500000002,-4.587722257010571,,
120,14,80.22,9721,0.77398675,-4.756424722083008,,
130,17,81.73,10523,0.7553402500000002,-4.924436246355766,256,0.05540482961805537
140,20,79.62,11242,0.7386235000000001,-4.79444144698439,616,0.04571407442654163
150,24,79.78,12018,0.7205815000000002,-4.749388711881192,1008,0.01856876359306625
160,27,75.05,12545,0.70832875,-4.347071685345102,1272,0.06361856492367224
170,30,72.86,13141,0.6944717499999999,-4.105844724432931,1568,0.06316413121567166
180,33,72.52,13750,0.6803125000000001,-4.02422448202377,1872,0.0542216564026603
190,35,67.55,14107,0.67201225,-3.6248339559357117,2048,0.045185865348685184
200,37,65.6,14654,0.6592945000000003,-3.401005027689647,2320,0.02715431942488067
210,39,61.66,15067,0.6496922499999999,-3.071013062583424,2528,0.05364601541805314
220,41,55.7,15391,0.64215925,-2.6068465911904806,2688,0.08911861371234409
230,43,51.89,15812,0.632371,-2.259382692513752,2904,0.06242367576487595
240,45,48.0,16142,0.6246984999999998,-2.016194855332958,3064,0.09763182883398258
250,47,43.46,16464,0.6172120000000003,-1.7666812564662009,3224,0.06184037093044026
260,48,41.32,16777,0.6099347500000001,-1.6606573102402942,3384,0.10523965553147718
270,50,38.77,17118,0.6020064999999998,-1.5266231037053524,3552,0.07023706962354481
280,51,35.27,17377,0.5959847500000001,-1.396976229347134,3688,0.02667967999150278
290,53,35.29,17736,0.5876380000000001,-1.398393103775635,3864,0.112142039462924
300,55,33.29,18083,0.57957025,-1.3517195323504012,4040,0.10266388017043937
310,57,32.02,18369,0.5729207500000003,-1.3125485840902171,4184,0.06831385391706135
320,58,30.87,18578,0.5680614999999999,-1.2572424992423763,4288,0.11885754857212305
330,59,29.57,18869,0.56129575,-1.2063180923866847,4432,0.08494558645179495
340,60,28.63,19105,0.5558087500000002,-1.159273610649595,4552,0.09278137037472334
350,62,28.38,19402,0.5489034999999999,-1.1570933294054027,4696,0.10016064124647528
360,64,28.41,19718,0.5415565000000002,-1.1376757608794776,4856,0.06772231495415326
370,66,28.23,20041,0.5340467500000001,-1.1530194785064936,5016,0.1064225499285385
380,67,28.11,20288,0.5283040000000001,-1.1365764330621473,5136,0.1462643314152956
390,68,26.58,20494,0.5235144999999998,-1.0676651389843377,5240,0.07326680024561938
400,69,25.52,20735,0.5179112500000003,-1.013654416311151,5360,0.17585766222327948
410,71,25.1,20979,0.5122382500000002,-0.9791390438218467,5488,0.15991995576769114
420,72,24.94,21172,0.5077510000000003,-0.9807334841603438,5584,0.11941840959480032
430,73,25.31,21500,0.5001249999999998,-0.9959369406812545,5744,0.07994379213778302
440,76,27.06,21911,0.4905692500000003,-1.0742841510831689,5952,0.1235220310773002
450,77,27.35,22237,0.4829897500000002,-1.0762078948204559,6112,0.17174831044394523
460,78,26.35,22453,0.4779677499999998,-1.023072347777394,6224,0.10529495670925826
470,79,24.93,22634,0.4737595000000001,-0.9561884732050112,6312,0.09071274442248978
480,80,24.16,22804,0.4698070000000001,-0.9453794013358258,6400,0.09903805161593482
490,81,23.59,22953,0.46634275000000003,-0.9128459715107831,6472,0.14789051763364114
500,82,23.53,23188,0.4608789999999998,-0.9050328272399467,6592,0.1011954385903664
510,84,23.66,23445,0.45490374999999994,-0.9103563727725557,6720,0.11547470558434725
520,85,23.51,23623,0.45076525000000023,-0.9005453108621104,6808,0.12184610846452415
530,86,22.7,23870,0.4450225000000002,-0.8602200004774073,6928,0.10846400400623679
540,87,20.27,24038,0.4411165,-0.7426139045914604,7016,0.0993854112457484
550,89,19.73,24310,0.4347924999999999,-0.7212685234492695,7152,0.13375104637816548
560,89,19.04,24457,0.43137475000000025,-0.6977467542035767,7224,0.20632207579910755
570,90,19.07,24641,0.42709675,-0.6899047522145417,7320,0.14209120394662023
580,92,19.99,24903,0.4210052499999999,-0.7199370399628182,7448,0.1162824728526175
590,93,20.36,25089,0.41668074999999993,-0.7430854214295288,7544,0.1096395761705935
