rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,train/loss,train/n_updates
98.4,-9.840000000000018,10,1,994,0.9768894999999999,,
83.25,-8.325000000000008,20,1,1685,0.96082375,,
89.73333333333333,-8.973333333333342,30,3,2722,0.9367135,,
95.875,-9.587500000000011,40,4,3875,0.9099062499999999,,
88.1,-8.810000000000008,50,5,4455,0.8964212499999998,,
86.6,-8.660000000000007,60,7,5256,0.8777980000000002,,
86.51428571428572,-8.651428571428578,70,8,6126,0.8575704999999998,,
84.4,-8.440000000000007,80,9,6832,0.8411560000000002,,
93.4888888888889,-9.348888888888903,90,12,8504,0.802282,,
90.66,-9.06600000000001,100,13,9166,0.7868904999999998,,
90.62,-9.06200000000001,110,16,10156,0.7638729999999998,0.09361900949079427,72
91.19,-9.11900000000001,120,21,10904,0.746482,0.11343579290405614,448
90.24,-9.024000000000012,130,28,11846,0.7245805000000001,0.12362167709034111,920
92.54,-9.254000000000016,140,38,13229,0.69242575,0.08807474240893498,1608
106.6,-10.660000000000023,150,52,15215,0.6462512499999999,0.09904290133272298,2600
120.42,-12.04200000000003,160,69,17398,0.5954965,0.08057423251739237,3696
125.11,-12.511000000000031,170,79,18737,0.56436475,0.06193036493641557,4368
126.75,-12.675000000000034,180,86,19607,0.5441372500000001,0.09288418669166276,4800
124.72,-12.472000000000026,190,97,21076,0.5099829999999999,0.04223004856612533,5536
129.86,-12.98600000000003,200,106,22252,0.482641,0.05313922248024028,6120
132.45,-13.245000000000028,210,115,23501,0.45360175000000025,0.07463465233740862,6744
135.24,-13.524000000000028,220,123,24528,0.4297240000000002,0.07518234665622003,7256
132.45,-13.245000000000026,230,129,25191,0.41430924999999996,0.07565001610782929,7592
129.13,-12.913000000000018,240,137,26242,0.3898734999999999,0.05563311287551187,8120
120.58,-12.058000000000014,250,146,27373,0.36357775000000003,0.111307127866894,8680
109.19,-10.919000000000004,260,154,28417,0.33930475000000004,0.06733348919078708,9208
103.56,-10.356000000000002,270,160,29193,0.32126275000000004,0.11186737086973153,9592
108.49,-10.849000000000004,280,171,30556,0.28957299999999986,0.0905504489201121,10272
103.26,-10.326000000000004,290,179,31502,0.26757849999999983,0.11189575586467981,10744
98.44,-9.844,300,185,32196,0.2514430000000001,0.08144897615420632,11096
94.39,-9.439,310,192,33040,0.23182000000000003,0.13752065715380013,11512
93.38,-9.338,320,199,33966,0.21029049999999994,0.10155349632259458,11976
93.3,-9.329999999999998,330,205,34621,0.1950617499999998,0.12749920028727502,12304
90.48,-9.047999999999996,340,211,35390,0.17718250000000035,0.060815118689788505,12688
86.33,-8.632999999999997,350,217,36106,0.16053550000000028,0.12785860791336745,13048
82.17,-8.216999999999997,360,222,36734,0.14593450000000008,0.14007293828763068,13360
82.67,-8.266999999999994,370,228,37560,0.12673000000000034,0.06224909221054986,13776
78.26,-7.825999999999993,380,236,38482,0.10529350000000015,0.1525381924584508,14240
77.89,-7.788999999999994,390,244,39391,0.08415925000000013,0.07344220578670502,14688
84.34,-8.433999999999996,400,255,40730,0.07,0.04875163303222507,15360
83.37,-8.336999999999996,410,261,41477,0.07,0.13616614980855957,15736
80.18,-8.017999999999997,420,265,42084,0.07,0.10976024135015905,16040
80.84,-8.083999999999998,430,271,42805,0.07,0.10932283150032163,16400
80.17,-8.016999999999998,440,277,43507,0.07,0.13457727432250977,16752
81.88,-8.187999999999999,450,284,44394,0.07,0.14280326472362503,17192
80.97,-8.097,460,289,44931,0.07,0.09663170750718564,17464
78.24,-7.824000000000001,470,293,45484,0.07,0.1463684150367044,17736
78.68,-7.868,480,301,46450,0.07,0.2010809882194735,18224
80.73,-8.073000000000002,490,311,47564,0.07,0.0984968674601987,18776
73.53,-7.352999999999997,500,316,48183,0.07,0.0865524266846478,19088
72.33,-7.232999999999999,510,321,48810,0.07,0.06137496174778789,19400
70.21,-7.020999999999999,520,325,49205,0.07,0.15668816678225994,19600
71.75,-7.175000000000003,530,332,50080,0.07,0.1354653798043728,20032
73.2,-7.320000000000001,540,339,50927,0.07,0.12282464210875332,20456
69.25,-6.925000000000001,550,343,51419,0.07,0.17927250324282795,20704
74.72,-7.472000000000004,560,353,52503,0.07,0.08667750633321702,21248
76.91,-7.691000000000005,570,360,53275,0.07,0.08098485565278679,21632
74.21,-7.421000000000003,580,366,53971,0.07,0.113590422202833,21984
69.29,-6.928999999999998,590,372,54593,0.07,0.1492731055477634,22296
70.7,-7.070000000000001,600,378,55353,0.07,0.13727638323325664,22672
70.59,-7.058999999999998,610,384,55969,0.07,0.09725060244090855,22984
72.35,-7.235,620,389,56540,0.07,0.1574321785592474,23264
76.3,-7.630000000000003,630,400,57810,0.07,0.1415373005438596,23904
75.29,-7.529000000000001,640,406,58556,0.07,0.11989735474344343,24272
78.11,-7.811000000000002,650,413,59330,0.07,0.16548596322536469,24664
73.67,-7.367000000000002,660,418,59970,0.07,0.15358292672317475,24984
72.26,-7.226000000000002,670,424,60601,0.07,0.1432754279812798,25296
73.25,-7.325000000000005,680,431,61396,0.07,0.19341584364883602,25696
74.45,-7.445000000000005,690,437,62138,0.07,0.11503940471448004,26064
76.04,-7.604000000000003,700,445,63057,0.07,0.18612590478733182,26528
80.88,-8.088000000000005,710,454,64157,0.07,0.09572830062825233,27072
85.47,-8.547000000000006,720,463,65187,0.07,0.15563381800893694,27592
86.37,-8.637000000000008,730,475,66547,0.07,0.09353148320224136,28272
83.52,-8.352000000000006,740,479,67008,0.07,0.1259973110863939,28496
85.91,-8.591000000000008,750,488,68021,0.07,0.11874334083404392,29008
87.21,-8.721000000000009,760,494,68791,0.07,0.1408991743810475,29392
90.34,-9.034000000000006,770,502,69735,0.07,0.11752999856253155,29864
90.12,-9.012000000000004,780,509,70508,0.07,0.10479567240690812,30248
93.42,-9.342000000000008,790,518,71580,0.07,0.1414459717925638,30784
96.0,-9.600000000000005,800,528,72757,0.07,0.136179888388142,31376
97.83,-9.783000000000008,810,539,74040,0.07,0.12312439829111099,32016
92.78,-9.278000000000008,820,543,74565,0.07,0.16751904785633087,32280
85.97,-8.597000000000003,830,549,75244,0.07,0.13661037082783878,32616
87.31,-8.731000000000003,840,554,75839,0.07,0.08465960610192269,32912
83.01,-8.300999999999998,850,559,76422,0.07,0.18042854499071836,33208
84.17,-8.416999999999996,860,567,77308,0.07,0.04500409646425396,33648
85.02,-8.502,870,575,78337,0.07,0.16682004428002983,34168
84.38,-8.438000000000004,880,582,79046,0.07,0.10506658250233158,34520
83.34,-8.334000000000001,890,590,80014,0.07,0.14409390115179121,35000
78.13,-7.813000000000001,900,595,80670,0.07,0.12194401537999511,35328
73.34,-7.333999999999998,910,602,81474,0.07,0.10309788427548483,35736
73.51,-7.350999999999998,920,607,82016,0.07,0.10436755255796015,36000
72.84,-7.283999999999999,930,612,82628,0.07,0.08639018156100065,36312
78.49,-7.849,940,622,83788,0.07,0.19978132436517626,36888
78.58,-7.8580000000000005,950,627,84380,0.07,0.16246284171938896,37184
73.19,-7.319000000000001,960,630,84727,0.07,0.20340064715128392,37360
67.34,-6.733999999999997,970,634,85171,0.07,0.15318441088311374,37584
64.42,-6.441999999999998,980,637,85588,0.07,0.17925239447504282,37792
60.23,-6.022999999999997,990,642,86137,0.07,0.14729057345539331,38064
61.02,-6.101999999999996,1000,648,86872,0.07,0.11215354898013175,38432
61.58,-6.157999999999995,1010,656,87732,0.07,0.12427730369381607,38864
60.04,-6.003999999999998,1020,659,88120,0.07,0.19292159844189882,39056
61.03,-6.102999999999997,1030,665,88831,0.07,0.20035435818135738,39408
56.34,-5.633999999999994,1040,671,89522,0.07,0.15508493350353092,39760
59.33,-5.932999999999994,1050,679,90413,0.07,0.17579506133915856,40200
62.51,-6.250999999999994,1060,684,91078,0.07,0.07005568919703364,40536
67.19,-6.718999999999994,1070,692,91990,0.07,0.115811224328354,40992
69.49,-6.9489999999999945,1080,698,92637,0.07,0.18283460708335042,41312
73.54,-7.353999999999994,1090,706,93591,0.07,0.14107453380711377,41792
74.04,-7.403999999999993,1100,712,94376,0.07,0.17022302001714706,42184
76.19,-7.618999999999999,1110,721,95451,0.07,0.18153333698865026,42720
78.68,-7.867999999999996,1120,727,96088,0.07,0.18235950241796672,43040
80.14,-8.013999999999996,1130,734,96945,0.07,0.11735276388935745,43472
83.37,-8.336999999999996,1140,743,97959,0.07,0.13750746380537748,43976
80.66,-8.065999999999997,1150,748,98579,0.07,0.13677335064858198,44288
81.39,-8.138999999999994,1160,754,99317,0.07,0.23434974532574415,44656
81.46,-8.145999999999997,1170,762,100236,0.07,0.12879053701180965,45112
80.94,-8.093999999999996,1180,767,100831,0.07,0.10325111239217222,45408
85.39,-8.538999999999996,1190,779,102230,0.07,0.10805017221719027,46112
85.09,-8.508999999999999,1200,785,102985,0.07,0.2865975443273783,46488
80.75,-8.074999999999994,1210,790,103626,0.07,0.18424270185641944,46808
84.95,-8.494999999999996,1220,799,104683,0.07,0.17132229957496747,47336
85.53,-8.552999999999995,1230,807,105598,0.07,0.15020015940535814,47792
86.79,-8.678999999999997,1240,817,106738,0.07,0.17589187435805798,48368
89.86,-8.985999999999997,1250,825,107665,0.07,0.14893517742166296,48832
89.07,-8.906999999999998,1260,830,108324,0.07,0.1791432979516685,49160
89.22,-8.921999999999995,1270,838,109258,0.07,0.20689359749667346,49624
92.3,-9.229999999999999,1280,846,110161,0.07,0.14546474814414978,50080
85.66,-8.565999999999997,1290,852,110896,0.07,0.13393145194277167,50440
88.14,-8.813999999999998,1300,861,111899,0.07,0.10678766923956573,50944
86.26,-8.626,1310,865,112352,0.07,0.15586236980743706,51168
83.38,-8.338,1320,871,113121,0.07,0.12212363409344107,51560
81.29,-8.129,1330,877,113827,0.07,0.15356656885705888,51912
75.95,-7.594999999999998,1340,882,114433,0.07,0.18572933843825012,52216
71.9,-7.189999999999998,1350,887,114955,0.07,0.16272854898124933,52472
76.8,-7.679999999999998,1360,897,116104,0.07,0.06368688389193267,53048
77.2,-7.72,1370,905,117078,0.07,0.23296654503792524,53536
75.58,-7.558,1380,911,117819,0.07,0.16840702714398503,53904
75.7,-7.569999999999998,1390,918,118566,0.07,0.10160048119723797,54280
75.06,-7.505999999999998,1400,926,119505,0.07,0.17971956124529243,54752
77.62,-7.761999999999997,1410,932,120214,0.07,0.13731208723038435,55104
79.82,-7.981999999999996,1420,940,121203,0.07,0.11307462374679744,55600
82.54,-8.253999999999998,1430,949,122181,0.07,0.15567011339589953,56088
80.23,-8.022999999999998,1440,952,122556,0.07,0.15526245906949043,56272
85.67,-8.567,1450,961,123622,0.07,0.13410031876992434,56808
79.07,-7.906999999999996,1460,965,124111,0.07,0.1699198354035616,57048
79.08,-7.907999999999996,1470,973,125086,0.07,0.16517408925574273,57536
81.95,-8.194999999999995,1480,982,126114,0.07,0.15165664674714208,58056
82.55,-8.254999999999997,1490,989,126921,0.07,0.16325711843091995,58456
82.05,-8.204999999999995,1500,997,127810,0.07,0.23208657267969102,58904
87.6,-8.759999999999996,1510,1008,129074,0.07,0.17634135764092207,59536
83.92,-8.391999999999994,1520,1013,129695,0.07,0.15461238904390484,59840
