rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,rollout/exploration_rate,time/time_elapsed,time/total_timesteps,train/loss,train/n_updates
119.1,-11.91,10,0.9720767499999998,1,1201,,
82.1,-8.209999999999997,20,0.9613584999999998,1,1662,,
80.3,-8.029999999999998,30,0.9432932500000002,2,2439,,
85.1,-8.510000000000009,40,0.9199269999999999,4,3444,,
74.78,-7.478000000000006,50,0.9119057500000001,4,3789,,
85.36666666666666,-8.53666666666668,60,0.8795185000000001,6,5182,,
87.07142857142857,-8.707142857142873,70,0.8566637500000001,8,6165,,
87.3875,-8.738750000000014,80,0.8355992499999999,10,7071,,
85.57777777777778,-8.557777777777792,90,0.818836,11,7792,,
90.59,-9.059000000000015,100,0.7870532499999998,13,9159,,
92.53,-9.253000000000021,110,0.7546195000000001,18,10554,0.12033967662137002,272
98.05,-9.805000000000026,120,0.7310672500000002,25,11567,0.08423300912545528,776
101.19,-10.119000000000032,130,0.7057015000000002,33,12658,0.0951345180037606,1328
105.26,-10.526000000000028,140,0.6728725,43,14070,0.10549953038753301,2032
114.69,-11.46900000000003,150,0.6429265,53,15358,0.0683270231475035,2672
117.38,-11.738000000000033,160,0.6042850000000003,65,17020,0.03988634927736712,3504
117.86,-11.786000000000032,170,0.5803142500000001,73,18051,0.06022767624381231,4024
119.03,-11.903000000000034,180,0.5565295000000002,81,19074,0.061222366923175287,4536
122.79,-12.279000000000027,190,0.53102425,89,20171,0.04112222738331184,5080
116.74,-11.674000000000019,200,0.5133077500000001,95,20933,0.07178869098424911,5464
114.13,-11.413000000000016,210,0.48694225000000024,103,22067,0.10326571894984227,6032
113.61,-11.361000000000015,220,0.464599,111,23028,0.1142397754592821,6512
115.04,-11.50400000000001,230,0.4359084999999999,120,24262,0.08523361662810203,7128
106.33,-10.633000000000003,240,0.42333025000000013,124,24803,0.0644691042980412,7400
102.13,-10.213,250,0.40314925,131,25671,0.04317305141012184,7832
90.41,-9.040999999999997,260,0.39175674999999976,135,26161,0.06663011947239283,8080
86.53,-8.652999999999993,270,0.376807,140,26804,0.04461027828801889,8400
84.63,-8.462999999999992,280,0.35743975000000006,146,27637,0.13143238326301798,8816
82.88,-8.287999999999997,290,0.3360032500000001,154,28559,0.08759650139836594,9272
87.04,-8.703999999999999,300,0.30861475000000027,163,29737,0.12065549101680517,9864
82.71,-8.270999999999995,310,0.29231649999999987,168,30438,0.06712223708746023,10216
81.58,-8.157999999999994,320,0.2726004999999998,175,31286,0.10238052197382785,10640
75.4,-7.539999999999995,330,0.25827849999999986,180,31902,0.11524977066437714,10944
76.36,-7.635999999999996,340,0.24346824999999983,185,32539,0.08127536965184845,11264
74.09,-7.408999999999995,350,0.22856500000000046,191,33180,0.08992101642070338,11584
75.4,-7.539999999999995,360,0.21412675000000037,196,33801,0.09269381432386581,11896
74.63,-7.462999999999995,370,0.20096725000000026,200,34367,0.17093287958414294,12176
75.01,-7.500999999999994,380,0.18071649999999984,207,35238,0.125562565313885,12616
71.9,-7.189999999999992,390,0.16651075000000015,212,35849,0.192231212684419,12920
67.2,-6.71999999999999,400,0.1500497500000002,217,36557,0.08180979857570492,13272
68.34,-6.833999999999991,410,0.13110100000000002,224,37372,0.18337060691555962,13680
66.7,-6.669999999999991,420,0.11519800000000013,229,38056,0.10506111531867646,14024
66.76,-6.675999999999991,430,0.10073650000000034,235,38678,0.24320041574537754,14336
65.65,-6.564999999999992,440,0.08850700000000034,239,39204,0.16337510757148266,14600
65.99,-6.598999999999993,450,0.07281325000000016,245,39879,0.130559962883126,14936
64.05,-6.404999999999996,460,0.07,248,40306,0.04834666714305058,15152
64.55,-6.454999999999993,470,0.07,253,40922,0.11912760749692097,15456
63.02,-6.301999999999993,480,0.07,258,41640,0.17784752789884806,15816
63.7,-6.369999999999996,490,0.07,264,42319,0.13252799632027745,16152
62.79,-6.2789999999999955,500,0.07,269,42936,0.09626613260479644,16464
60.53,-6.052999999999995,510,0.07,274,43525,0.1120687069487758,16760
59.1,-5.909999999999997,520,0.07,278,44066,0.19393666367977858,17032
59.39,-5.938999999999994,530,0.07,284,44717,0.1413538632914424,17352
58.66,-5.865999999999996,540,0.07,288,45170,0.15344387205550447,17584
58.83,-5.882999999999993,550,0.07,293,45862,0.12547518918290734,17928
62.65,-6.264999999999994,560,0.07,300,46671,0.1785504961735569,18328
63.97,-6.396999999999996,570,0.07,306,47419,0.10901273600757122,18704
60.69,-6.0689999999999955,580,0.07,309,47809,0.06544963596388698,18904
59.2,-5.919999999999995,590,0.07,313,48339,0.24741954449564219,19168
59.63,-5.962999999999995,600,0.07,319,48999,0.13903528568334877,19496
58.37,-5.836999999999996,610,0.07,323,49462,0.14413059706566855,19728
59.37,-5.936999999999995,620,0.07,328,50103,0.1825915005756542,20048
61.65,-6.164999999999997,630,0.07,335,50982,0.11420336301671341,20488
65.73,-6.572999999999997,640,0.07,343,51843,0.12097656016703695,20920
65.48,-6.547999999999998,650,0.07,348,52510,0.1255036424845457,21248
64.17,-6.416999999999996,660,0.07,353,53188,0.18168325745500624,21592
61.4,-6.139999999999995,670,0.07,357,53659,0.20188041310757399,21824
66.51,-6.650999999999997,680,0.07,364,54560,0.14872194023337215,22272
69.81,-6.980999999999999,690,0.07,371,55420,0.13793820922728628,22704
72.13,-7.212999999999998,700,0.07,379,56312,0.14379326230846345,23152
74.03,-7.402999999999996,710,0.07,384,56965,0.1370931719429791,23480
71.63,-7.162999999999998,720,0.07,388,57366,0.14095933292992413,23680
72.26,-7.225999999999996,730,0.07,395,58308,0.14158272091299295,24152
68.75,-6.8749999999999964,740,0.07,399,58818,0.17578656785190105,24408
67.57,-6.756999999999996,750,0.07,403,59367,0.14197210664860904,24680
65.7,-6.569999999999998,760,0.07,407,59858,0.11632132262457162,24928
68.25,-6.824999999999996,770,0.07,413,60584,0.17485749162733555,25288
65.75,-6.574999999999997,780,0.07,418,61235,0.19062296021729708,25616
70.59,-7.058999999999997,790,0.07,428,62579,0.1032714459579438,26288
69.91,-6.990999999999999,800,0.07,435,63403,0.1757666583871469,26696
75.54,-7.554000000000005,810,0.07,445,64619,0.1621767447795719,27304
77.71,-7.771000000000003,820,0.07,450,65237,0.08204581635072827,27616
81.53,-8.153000000000006,830,0.07,460,66561,0.18259938713163137,28280
85.35,-8.535000000000005,840,0.07,468,67453,0.1680223608855158,28720
89.53,-8.953000000000008,850,0.07,475,68420,0.12858293892350048,29208
95.5,-9.55000000000001,860,0.07,484,69508,0.11773226235527545,29752
97.47,-9.747000000000012,870,0.07,491,70431,0.18559118430130184,30208
99.3,-9.930000000000012,880,0.07,498,71265,0.14682743069715798,30632
94.38,-9.43800000000001,890,0.07,505,72117,0.14279694226570427,31056
91.54,-9.154000000000007,900,0.07,509,72657,0.2039579611737281,31328
87.25,-8.725000000000007,910,0.07,515,73444,0.10477144934702665,31720
93.11,-9.311000000000005,920,0.07,525,74648,0.0808726183604449,32320
86.61,-8.661000000000005,930,0.07,531,75322,0.09750812547281384,32656
90.84,-9.08400000000001,940,0.07,541,76637,0.07606924790889025,33312
88.54,-8.854000000000006,950,0.07,547,77374,0.1593168880790472,33680
82.85,-8.285000000000004,960,0.07,551,77893,0.1864757564617321,33944
80.44,-8.044000000000006,970,0.07,557,78575,0.13088738173246384,34280
83.62,-8.362000000000005,980,0.07,567,79727,0.14853602647781372,34856
86.68,-8.668000000000008,990,0.07,576,80885,0.16543364222161472,35440
89.64,-8.96400000000001,1000,0.07,583,81721,0.20121249335352331,35856
95.28,-9.528000000000006,1010,0.07,593,83072,0.12756193126551807,36528
93.57,-9.357000000000006,1020,0.07,601,84105,0.10935409716330469,37048
94.16,-9.416000000000007,1030,0.07,606,84838,0.14511927182320505,37416
88.62,-8.862000000000002,1040,0.07,612,85599,0.1519195567816496,37792
87.42,-8.742000000000003,1050,0.07,617,86216,0.1242594956420362,38104
94.76,-9.476000000000004,1060,0.07,628,87469,0.23519710544496775,38728
96.96,-9.696000000000003,1070,0.07,635,88371,0.15508350636810064,39184
93.62,-9.362000000000002,1080,0.07,641,89189,0.19242972414940596,39592
87.87,-8.787,1090,0.07,646,89772,0.1682525936048478,39880
89.57,-8.957000000000003,1100,0.07,654,90778,0.10534454404842108,40384
81.96,-8.196000000000002,1110,0.07,659,91368,0.16674520727247,40680
78.31,-7.831000000000001,1120,0.07,665,92036,0.1353299276670441,41016
79.01,-7.9010000000000025,1130,0.07,671,92839,0.1298019913956523,41416
83.7,-8.370000000000003,1140,0.07,681,94069,0.16762996837496758,42032
85.41,-8.541000000000002,1150,0.07,688,94857,0.08925986022222787,42424
80.43,-8.043000000000001,1160,0.07,694,95612,0.1474293116480112,42800
81.8,-8.180000000000003,1170,0.07,703,96651,0.22463820409029722,43320
82.98,-8.298000000000005,1180,0.07,710,97587,0.18056142586283386,43792
85.73,-8.573000000000006,1190,0.07,717,98445,0.19393884716555476,44216
82.34,-8.234000000000004,1200,0.07,722,99112,0.08767382241785526,44552
82.58,-8.258,1210,0.07,727,99726,0.17244019359350204,44856
82.35,-8.235,1220,0.07,733,100371,0.16404654062353075,45184
81.25,-8.124999999999996,1230,0.07,738,101064,0.15133547177538276,45528
76.75,-7.675,1240,0.07,744,101844,0.15932175889611244,45920
76.8,-7.68,1250,0.07,750,102637,0.1420384543016553,46312
77.31,-7.731000000000002,1260,0.07,757,103443,0.05761481332592666,46720
79.3,-7.930000000000003,1270,0.07,767,104681,0.20937714353203773,47336
82.5,-8.250000000000002,1280,0.07,776,105937,0.15678247646428645,47968
84.48,-8.448000000000004,1290,0.07,784,106993,0.16237514466047287,48496
86.55,-8.655000000000005,1300,0.07,791,107867,0.1300643840804696,48928
89.88,-8.988000000000005,1310,0.07,799,108814,0.07223323720972985,49400
91.19,-9.119000000000009,1320,0.07,805,109590,0.08637025789357722,49792
100.0,-10.00000000000001,1330,0.07,819,111164,0.13334982143715024,50576
101.31,-10.13100000000001,1340,0.07,826,112075,0.17182091064751148,51032
104.63,-10.463000000000012,1350,0.07,836,113200,0.12105570000130683,51592
106.82,-10.682000000000011,1360,0.07,844,114225,0.16182261565700173,52112
105.47,-10.54700000000001,1370,0.07,854,115328,0.08345603453926742,52656
102.47,-10.247000000000005,1380,0.07,862,116284,0.15050827502273023,53136
101.99,-10.199000000000002,1390,0.07,870,117292,0.18744393275119364,53640
111.08,-11.10800000000001,1400,0.07,885,119075,0.20612125657498837,54536
109.06,-10.906000000000008,1410,0.07,891,119820,0.22318674996495247,54904
114.25,-11.425000000000011,1420,0.07,902,121115,0.1901297182776034,55552
109.39,-10.93900000000001,1430,0.07,911,122203,0.15153869637288153,56096
112.33,-11.233000000000013,1440,0.07,922,123408,0.12413084378931671,56696
109.78,-10.978000000000014,1450,0.07,929,124278,0.1789499211590737,57136
116.85,-11.68500000000002,1460,0.07,943,126010,0.1604948635213077,58000
115.81,-11.581000000000017,1470,0.07,952,127009,0.16519330139271915,58504
115.25,-11.525000000000018,1480,0.07,959,127909,0.15858789905905724,58952
120.22,-12.022000000000023,1490,0.07,972,129414,0.14617769373580813,59704
116.88,-11.688000000000027,1500,0.07,984,130863,0.1577206919901073,60424
121.6,-12.160000000000025,1510,0.07,994,132080,0.18293210119009018,61032
131.07,-13.10700000000003,1520,0.07,1013,134322,0.11155424127355218,62160
