rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/episodes,rollout/exploration_rate,time/total_timesteps,train/n_updates,train/loss
-6.463074914104642,1,136.9,10,0.9679382500000001,1379,,
-5.343445857982539,2,110.9,20,0.9479664999999998,2238,,
-4.773884580607118,3,103.06666666666666,30,0.9274134999999999,3122,,
-3.902018647961076,4,85.6,40,0.919462,3464,,
-5.754403758212934,7,111.66,50,0.86903275,5633,,
-6.064897553617197,10,115.4,60,0.8376220000000003,6984,,
-6.197684859224692,11,114.14285714285714,70,0.812605,8060,,
-6.656069834138776,14,119.3375,80,0.7761722499999999,9627,,
-6.86700821181562,23,123.17777777777778,90,0.7401579999999999,11176,584,0.08324567772797309
-6.858459972989864,32,124.45,100,0.70832875,12545,1272,0.06477627195272362
-6.62935690194808,38,119.3,110,0.68824075,13409,1704,0.09330128051806241
-7.064408808784493,51,128.93,120,0.6458792500000001,15231,2608,0.08438550614664564
-7.527994116483893,64,138.1,130,0.6040059999999999,17032,3512,0.05681858963362174
-8.365646310202145,78,153.24,140,0.5608540000000002,18888,4440,0.05767036971519701
-7.6454765816869505,87,144.7,150,0.5302802500000002,20203,5096,0.04831699759233743
-7.467552354127187,96,143.05,160,0.5027057500000003,21389,5688,0.11471561953658238
-7.289444040385207,106,144.71,170,0.4738292500000001,22631,6312,0.039525825588498265
-6.846520436922,114,140.09,180,0.44813800000000004,23736,6864,0.04932868079049513
-6.602334694413267,124,138.21,190,0.4164947499999998,25097,7544,0.03041246002248954
-6.594936355664159,134,137.55,200,0.3862000000000001,26400,8192,0.0496937193966005
-6.802123330812949,144,142.15,210,0.3554170000000002,27724,8856,0.04101709905080497
-6.406250831142834,151,133.36,220,0.33349225000000005,28667,9328,0.05038972295005806
-6.4001696552620935,165,133.4,230,0.29152599999999984,30472,10232,0.07939630138571374
-5.874818906169029,173,124.31,240,0.2695082500000001,31419,10704,0.07908097963081673
-5.904876769774642,183,124.85,250,0.2376790000000002,32788,11392,0.1187603083672002
-5.81437153245923,192,123.8,260,0.2125457500000002,33869,11928,0.07991507390397601
-5.797183432385123,202,123.46,270,0.18445975000000003,35077,12536,0.041699679306475446
-5.529973709041943,206,118.43,280,0.1704632500000003,35679,12832,0.06166885994025506
-5.2681408813070645,212,112.49,290,0.1526305000000001,36446,13216,0.08942576771369204
-4.931969363042243,218,107.15,300,0.1347512500000002,37215,13600,0.08132941258372739
-4.818878704037566,227,105.1,310,0.10873450000000007,38334,14160,0.03275602724170312
-4.838080583099129,235,106.08,320,0.08453125000000006,39375,14680,0.061516445712186396
-4.368303355032387,241,95.43,330,0.07,40115,15056,0.08054787543369457
