rollout/exploration_rate,time/total_timesteps,time/time_elapsed,time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,train/loss
0.9399685000000001,2582,2,10,14.043568380790617,257.2,,
0.8985370000000003,4364,4,20,12.521572429072902,217.2,,
0.838924,6928,8,30,13.780904449378475,229.93333333333334,,
0.7719872499999998,9807,12,40,14.07873178161908,244.175,,
0.7077475000000002,12570,24,50,13.802920879952572,250.4,1280,2.5640738385845907e-05
0.6419035,15402,39,60,13.837338948631835,255.7,2696,4.979213963451912e-05
0.5796167500000002,18081,52,70,13.821830878543249,257.3,4040,0.009849400379607687
0.5280482500000001,20299,63,80,13.38083504295651,252.7375,5144,0.00014246409955376294
0.45829825,23299,79,90,13.396021513891593,257.8777777777778,6648,0.010177883112191921
0.3955000000000001,26000,93,100,13.200923449605762,259.0,7992,0.00032072217436507344
0.33242275000000043,28713,108,110,13.04492443507444,260.31,9352,0.00032887262204894796
0.2626727499999998,31713,125,120,13.231873470010148,272.49,10856,0.00036538231870508753
0.19292275000000025,34713,141,130,12.887316260213925,276.85,12352,0.0004902197397314012
0.12317275000000016,37713,156,140,12.606622327276334,278.06,13856,0.011175511055625975
0.07,40713,172,150,12.544347821225095,280.43,15352,0.0005571798210439738
0.07,43713,187,160,12.371730283285181,282.11,16856,0.000535830946319038
0.07,46713,203,170,12.240710346992556,285.32,18352,0.0006675438053207472
0.07,49713,219,180,12.490179831771705,293.14,19856,0.0007040566633804701
0.07,52713,234,190,12.336306288474708,293.14,21352,0.0007897886243881658
0.07,55713,250,200,12.455604538015686,296.13,22856,0.0008343128502019681
0.07,58713,266,210,12.488931912693674,299.0,24352,0.0009186157549265772
0.07,61713,281,220,12.425535067561455,299.0,25856,0.0008981403589132242
0.07,64713,296,230,12.370134244979452,299.0,27352,0.04037746710673673
0.07,67417,311,240,12.249456974874029,296.04,28704,0.02684212817257503
0.07,70417,326,250,12.214960760084262,296.04,30208,0.000832662932225503
0.07,73417,342,260,12.13010031265837,296.04,31704,0.0008540324561181478
0.07,76118,355,270,11.944294636433279,293.05,33056,0.0008273661223938689
0.07,79118,371,280,11.78378113271582,293.05,34552,0.0008036185099626891
0.07,82118,386,290,11.723228877175657,293.05,36056,0.0007798938459018245
0.07,85118,402,300,11.538877097276405,293.05,37552,0.0008280983602162451
0.07,87914,416,310,11.245685827254647,291.01,38952,0.014241032455174718
0.07,90914,432,320,11.02651781556569,291.01,40456,0.0007774323166813701
0.07,93526,445,330,10.722979716184124,287.13,41760,0.014369629097927827
0.07,96131,459,340,10.411726997277315,286.14,43064,0.013631245710712392
0.07,99039,474,350,10.199377842767333,285.22,44512,0.014445831591729075
0.07,101261,485,360,9.806584261747455,277.44,45624,0.0006081096944399178
0.07,103057,495,370,9.418625794166436,268.39,46528,0.0005490365765581373
0.07,105063,505,380,9.006087208549248,258.45,47528,0.0005279805736790877
0.07,107323,517,390,8.654081867781043,251.05,48656,0.026850096834095893
0.07,109473,528,400,8.368006002319913,242.55,49736,0.013769506131211529
0.07,111583,539,410,8.180544506421166,235.69,50784,0.00042146035411860794
0.07,113966,551,420,8.1335527094588,229.52,51976,0.00034650736051844433
0.07,116668,565,430,8.278216689138855,230.42,53328,0.013218207077443367
0.07,119496,580,440,8.598732859403746,232.65,54744,0.0003572654532035813
0.07,122197,594,450,8.841111837169446,230.58,56096,0.0003698094042192679
0.07,125197,609,460,9.245880004840359,238.36,57592,0.0002989027962030377
0.07,128197,625,470,9.825831454221692,250.4,59096,0.00032288560578308534
0.07,131197,641,480,10.285043333423923,260.34,60592,0.00033625716787355486
0.07,134197,656,490,10.722972595373724,267.74,62096,0.00031761407080921344
0.07,136900,670,500,11.010879027250608,273.27,63448,0.013096453276375541
0.07,139900,686,510,11.432734333097393,282.17,64944,0.00034734559812932275
0.07,142900,701,520,11.626378108624197,288.34,66448,0.013542681070248364
0.07,145900,717,530,11.683196497677713,291.32,67944,0.00033598373920540325
0.07,148608,731,540,11.616424806908299,290.12,69296,0.025801443538512103
0.07,151272,745,550,11.454438579565364,289.75,70632,0.013052248534222599
0.07,154272,760,560,11.546497896155262,289.75,72128,0.0004053056036354974
0.07,157272,775,570,11.596468422663186,289.75,73632,0.0003742036205949262
0.07,160272,791,580,11.637390519974188,289.75,75128,0.013468632390868152
0.07,163272,807,590,11.63810876755909,289.75,76632,0.013030019548750715
0.07,165974,821,600,11.635149495137542,289.74,77984,0.00044007932956446894
0.07,168974,836,610,11.542437225490678,289.74,79480,0.0003871107073791791
0.07,171974,851,620,11.528820276302504,289.74,80984,0.025721344241901534
0.07,174974,867,630,11.714146690381684,289.74,82480,0.02561003611117485
0.07,177974,882,640,11.769564636134126,292.66,83984,0.01366180385412008
0.07,180974,898,650,11.904779363312942,296.02,85480,0.012774688329955097
0.07,183974,913,660,11.736316719513844,296.02,86984,0.0004019242733193096
0.07,186974,929,670,11.528362969476438,296.02,88480,0.00033679856642265804
0.07,189974,945,680,11.44406102703283,296.02,89984,0.013734032112552086
0.07,192974,960,690,11.300946265084779,296.02,91480,0.00045826792120351456
0.07,195974,976,700,11.307394817349175,299.0,92984,0.00039726143950247206
0.07,198974,991,710,11.257515071733676,299.0,94480,0.00041842280188575387
