rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,rollout/exploration_rate,time/time_elapsed,time/total_timesteps,train/loss,train/n_updates
76.6,-7.660000000000008,10,0.981958,0,776,,
54.3,-5.430000000000001,20,0.9742854999999998,1,1106,,
63.06666666666667,-6.306666666666666,30,0.9553134999999999,2,1922,,
74.075,-7.407500000000004,40,0.93018025,3,3003,,
76.9,-7.690000000000005,50,0.90944125,4,3895,,
74.9,-7.4900000000000055,60,0.8941195000000002,5,4554,,
80.54285714285714,-8.054285714285726,70,0.867289,7,5708,,
84.3625,-8.436250000000012,80,0.8412257500000001,9,6829,,
96.08888888888889,-9.608888888888911,90,0.7968415,12,8738,,
92.72,-9.272000000000023,100,0.7821009999999999,13,9372,,
101.73,-10.173000000000025,110,0.74311075,22,11049,0.10266145412970218,520
116.75,-11.675000000000033,120,0.7005167499999998,36,12881,0.02870049410375941,1440
129.09,-12.909000000000038,130,0.6528542499999999,51,14931,0.07816140231807367,2464
140.45,-14.045000000000043,140,0.6013089999999999,68,17148,0.03979700058334856,3568
156.58,-15.658000000000055,150,0.5430677499999998,87,19653,0.05105632539198268,4824
158.2,-15.820000000000052,160,0.5239795000000003,93,20474,0.051831352699082345,5232
166.2,-16.62000000000006,170,0.478549,109,22428,0.08439281307073543,6208
167.36,-16.736000000000057,180,0.44978874999999996,119,23665,0.08440225283266045,6832
160.8,-16.080000000000055,190,0.4206565000000001,129,24918,0.03264171633054502,7456
170.32,-17.032000000000053,200,0.3837820000000002,142,26504,0.06592499291582499,8248
165.39,-16.539000000000055,210,0.35625399999999996,151,27688,0.0776529227005085,8840
153.51,-15.351000000000045,220,0.34128100000000006,157,28332,0.098831978495582,9160
142.2,-14.220000000000038,230,0.31991425000000007,164,29251,0.07740952481981367,9624
132.75,-13.275000000000034,240,0.2903402500000003,174,30523,0.0903709527628962,10256
116.94,-11.694000000000019,250,0.26885724999999994,182,31447,0.012793432601029053,10720
115.68,-11.568000000000017,260,0.25269849999999994,188,32142,0.07999563471821602,11064
106.18,-10.618000000000011,270,0.22935550000000038,196,33146,0.07068555311707314,11568
104.26,-10.426000000000009,280,0.20505925000000025,204,34191,0.09105867973994464,12088
99.45,-9.945000000000006,290,0.18711025000000037,211,34963,0.012852193802245893,12480
90.35,-9.035000000000002,300,0.17139325000000005,217,35639,0.09293405077187344,12816
89.96,-8.996,310,0.14477200000000023,226,36784,0.05899137603410054,13384
94.57,-9.457000000000004,320,0.11908075000000018,236,37889,0.1166412855964154,13944
91.22,-9.122000000000002,330,0.10550275000000009,240,38473,0.03685303578095045,14232
84.17,-8.417,340,0.09231999999999985,245,39040,0.08376684779068455,14512
85.96,-8.596000000000004,350,0.07,254,40143,0.09256138271302916,15064
