time/total_timesteps,rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,time/time_elapsed,rollout/exploration_rate,train/n_updates,train/loss
1915,190.5,10,12.3325042117233,2,0.95547625,,
4550,226.5,20,14.84737010566069,5,0.8942124999999997,,
6773,224.76666666666668,30,14.971397746320918,8,0.8425277499999999,,
8665,215.625,40,15.087854734681162,10,0.7985387499999997,,
11057,220.14,50,15.672652161448328,18,0.7429247499999999,528,0.009567676670485525
12239,202.98333333333332,60,14.05548999923724,24,0.7154432500000001,1112,0.009659167089921539
13642,193.88571428571427,70,12.971404717100826,31,0.6828235,1816,0.009801761771086603
14307,177.8375,80,11.715298882540633,34,0.66736225,2152,0.0483742302567407
15188,167.75555555555556,90,10.811510472576362,38,0.646879,2592,0.029440156060445588
15943,158.43,100,10.050142061904907,42,0.6293252500000002,2968,0.039391938436892815
16886,148.71,110,9.24893008949624,47,0.6074005,3440,0.0593426669947803
17654,130.04,120,7.886049492715536,51,0.5895445000000002,3824,0.04979699004616123
18331,114.58,130,6.662009463388297,55,0.5738042499999999,4160,0.031071155943209305
19036,102.71,140,5.420946452448436,59,0.5574129999999998,4512,0.060346853017108515
20254,90.97,150,4.150073248797912,65,0.5290945000000002,5120,0.07110278881737031
20938,85.99,160,3.8538232381814677,69,0.5131915000000002,5464,0.04219046246726066
21556,78.14,170,3.4502119855984223,72,0.4988230000000001,5776,0.06219069514190778
22195,77.88,180,3.4486524784521695,75,0.4839662499999998,6096,0.04383859573863447
22972,76.84,190,3.426643995841448,80,0.46590100000000023,6480,0.12379359325859696
23664,76.21,200,3.3775857640126206,83,0.4498120000000002,6824,0.09569477027980611
24067,70.81,210,3.1168801100578545,86,0.44044225000000015,7032,0.10489604703616351
24581,68.27,220,2.963030159385548,89,0.42849174999999984,7288,0.07552062690956518
25091,66.6,230,2.87333891232716,91,0.4166342500000002,7544,0.0868432525312528
25463,63.27,240,2.7287849949699368,93,0.40798524999999974,7728,0.10893109196331352
25782,54.28,250,2.3215006156901374,95,0.4005685000000002,7888,0.07717811182374135
26415,53.77,260,2.2922902675216044,99,0.3858512500000004,8200,0.09285168827045709
