rollout/ep_rew_mean,time/total_timesteps,time/episodes,rollout/exploration_rate,time/time_elapsed,rollout/ep_len_mean,train/loss,train/n_updates
5.164089695732916,900,10,0.9790750000000003,0,89.0,,
6.761277211141379,2177,20,0.9493847499999999,2,107.85,,
5.24675169236794,2586,30,0.9398755,2,85.2,,
4.5783395473851325,3120,40,0.9274600000000003,3,77.0,,
4.957224592957317,4186,50,0.9026755,4,82.72,,
4.854427522892807,4933,60,0.8853077499999997,5,81.21666666666667,,
4.971948128357262,5913,70,0.8625227500000002,6,83.47142857142858,,
5.504848730336393,7584,80,0.8236720000000002,9,93.8,,
5.530452364063125,8559,90,0.8010032499999999,10,94.1,,
5.354453387150845,9184,100,0.7864720000000002,11,90.84,,
5.3983664835859715,10131,110,0.76445425,13,91.31,0.08844129700446501,64
4.887742981072915,10750,120,0.7500625000000002,16,84.73,0.1221188411291223,368
5.412111797087881,12162,130,0.7172334999999999,22,94.76,0.1411298155762779,1080
5.938606638387873,13940,140,0.6758950000000001,31,107.2,0.06714812716381857,1968
5.854703186818266,15160,150,0.6475300000000002,37,108.74,0.03894746205332922,2576
6.078060258292509,16584,160,0.614422,44,115.51,0.07796413530013524,3288
5.927729213927979,17504,170,0.5930319999999998,49,114.91,0.10792403187952004,3744
5.550075638840508,18716,180,0.564853,55,110.32,0.04178239998873323,4352
5.783670321497229,20546,190,0.5223055000000001,65,118.87,0.09268407692434266,5272
6.237968709519663,22403,200,0.4791302500000002,74,131.19,0.08517694158945233,6200
6.225585813118576,23624,210,0.4507420000000001,81,133.93,0.09719501237850636,6808
6.778223089121569,25643,220,0.4038002500000003,91,147.93,0.057408596941968426,7816
7.079832165785797,28039,230,0.34809325000000024,104,157.77,0.10276215465273708,9016
7.226003683884448,30217,240,0.2974547499999999,116,161.77,0.08412809832952917,10104
7.421673736468201,32051,250,0.2548142499999999,126,167.91,0.08438391145318747,11024
7.659460107283312,34212,260,0.20457100000000017,138,175.28,0.06348431401420385,12104
8.162722125453932,36490,270,0.15160750000000012,151,188.86,0.05192036600783467,13240
8.554701552956296,38904,280,0.09548199999999996,164,200.88,0.10170148639008403,14448
8.736999388801824,41458,290,0.07,179,208.12,0.028872470546048135,15728
9.00868238242556,44392,300,0.07,196,218.89,0.10238667571684346,17192
9.361475057969953,46796,310,0.07,209,230.72,0.0665543585200794,18392
9.514595277108189,49574,320,0.07,223,238.31,0.09583409974584356,19784
9.444552526150913,52136,330,0.07,236,239.97,0.054403273097705096,21064
9.447100060428118,54584,340,0.07,249,242.67,0.06922158040106297,22288
9.648989756060443,57055,350,0.07,261,249.04,0.05716031487099826,23520
9.557281902901236,59077,360,0.07,272,247.65,0.1332231440464966,24536
9.631571402752645,61599,370,0.07,285,250.09,0.08163866170798428,25792
9.659488372587605,64107,380,0.07,298,251.03,0.02990339940879494,27048
9.721235662167174,66971,390,0.07,313,254.13,0.06882127109565772,28480
9.569139233386057,69465,400,0.07,326,249.73,0.10906460564001463,29728
9.825281319243306,72455,410,0.07,341,255.59,0.044054470665287226,31224
9.866819212680099,75156,420,0.07,355,254.82,0.05556267945212312,32576
10.07143001513945,78156,430,0.07,371,259.2,0.07147711439756677,34072
