rollout/exploration_rate,time/total_timesteps,time/episodes,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,train/loss
0.988654,488,10,2,47.8,-2.2370815152403165,,
0.96784525,1383,20,3,68.15,-3.4028504429278144,,
0.9454322499999998,2347,30,5,77.23333333333333,-3.7632973101604685,,
0.9292037499999998,3045,40,6,75.125,-3.54248917826979,,
0.9237632499999998,3279,50,7,64.58,-3.007843160469498,,
0.9096970000000001,3884,60,8,63.733333333333334,-2.918999042131349,,
0.8914225000000001,4670,70,9,65.71428571428571,-3.0640666901815146,,
0.87800725,5247,80,10,64.5875,-2.9430285252735606,,
0.8497817499999999,6461,90,13,70.78888888888889,-3.217004862065775,,
0.8354597500000001,7077,100,14,69.77,-3.1884958108129866,,
0.8087222499999999,8227,110,16,76.39,-3.5714391482087007,,
0.7902849999999999,9020,120,18,75.37,-3.5398100209773014,,
0.7788925000000001,9510,130,19,70.63,-3.282404795469765,,
0.7399487499999999,11185,140,29,80.4,-3.890645114355492,592,0.12033888231962919
0.6951227500000001,13113,150,43,97.34,-5.006760040908729,1552,0.08389063947834074
0.6527147500000001,14937,160,56,109.53,-5.732067381701614,2464,0.13045935037371237
0.6220247499999998,16257,170,66,114.87,-5.979318162129909,3128,0.07484256292809732
0.5781985000000003,18142,180,80,127.95,-6.746316987098641,4064,0.11275208901497535
0.560203,18916,190,86,123.55,-6.6176630469832185,4456,0.04869001253973693
0.5388595,19834,200,93,126.57,-6.644276545161364,4912,0.08600816986290738
0.5162837499999999,20805,210,100,124.78,-6.498111009898564,5400,0.09492136066546664
0.48926725000000004,21967,220,109,128.47,-6.549398754350438,5976,0.03212528585572727
0.45913525000000033,23263,230,119,136.53,-6.951683203134864,6624,0.0775247986020986
0.441349,24028,240,125,127.43,-6.406558013261377,7008,0.06951139937154949
0.42240025000000025,24843,250,132,116.3,-5.539300208921449,7416,0.033121475484222174
0.40328875,25665,260,138,106.28,-4.894101683091603,7832,0.08519907854497433
0.38429349999999995,26482,270,145,101.25,-4.594894902581816,8240,0.07853741699364036
0.3680417500000004,27181,280,150,89.39,-3.9364914902313104,8584,0.12332285387674347
0.3443035000000002,28202,290,158,91.86,-3.985094690172393,9096,0.033944193506613374
0.3300280000000001,28816,300,163,88.82,-3.9316151883557295,9400,0.08882682555122301
0.3080567500000003,29761,310,171,88.56,-3.9374557041861658,9880,0.05258757120463997
0.28596925000000006,30711,320,179,86.44,-3.8650119143762134,10352,0.07968662900384516
0.27160074999999995,31329,330,184,79.66,-3.5306579801730145,10664,0.08151883247774094
0.25432599999999983,32072,340,190,79.44,-3.4944245887560483,11032,0.06270561215933412
0.23293600000000014,32992,350,197,80.49,-3.5684730431645284,11488,0.07950553367845714
0.21763750000000015,33650,360,203,78.85,-3.516033895103446,11824,0.12649101263377815
0.20006049999999997,34406,370,209,78.24,-3.517578570113108,12200,0.07129936118144542
0.17650825000000003,35419,380,217,81.38,-3.6400941126433435,12704,0.12418903934303671
0.16230250000000002,36030,390,222,77.28,-3.4259437018609487,13008,0.12420212186407298
0.15039849999999988,36542,400,226,76.26,-3.358151943306427,13264,0.09678862651344389
0.13168225000000022,37347,410,233,74.86,-3.248152825101029,13672,0.13399757910519838
0.11161750000000037,38210,420,241,73.99,-3.2166375977546426,14104,0.045482800574973226
0.09404049999999986,38966,430,247,75.37,-3.2706304832514035,14480,0.10042636189609766
0.07,40268,440,258,80.96,-3.4107325326719353,15128,0.09821665263734758
0.07,40972,450,263,78.8,-3.2866598500957087,15480,0.1425956292077899
