rollout/exploration_rate,time/total_timesteps,time/episodes,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,train/loss
0.9751922500000001,1067,10,1,105.7,-5.823282762685817,,
0.94901275,2193,20,2,108.65,-5.914972600929204,,
0.9182995000000002,3514,30,4,116.13333333333334,-6.370976237898144,,
0.898258,4376,40,5,108.4,-5.808271443737292,,
0.86735875,5705,50,7,113.1,-5.983264528958008,,
0.8366919999999999,7024,60,9,116.06666666666666,-6.361557981760847,,
0.8055602499999999,8363,70,12,118.47142857142858,-6.4689853423516634,,
0.7751260000000002,9672,80,14,119.9,-6.664500213112824,,
0.7695459999999998,9912,90,14,109.13333333333334,-6.0472690689348925,,
0.7511087499999998,10705,100,19,106.05,-5.848908934024001,352,0.0831770583645266
0.7343222499999998,11427,110,24,102.6,-5.598255514663921,712,0.06512439015932614
0.6917747499999998,13257,120,37,109.64,-5.7719477413011955,1624,0.028240480336535256
0.6566207500000003,14769,130,48,111.55,-5.832046252526408,2384,0.04718580072221812
0.6300227500000001,15913,140,56,114.37,-5.922585850558409,2952,0.09384530183160678
0.6010764999999999,17158,150,65,113.53,-5.915175104038883,3576,0.09342458710307255
0.581407,18004,160,71,108.8,-5.498397247049525,4000,0.09526043484220281
0.5604587500000002,18905,170,77,104.42,-5.179740328604006,4448,0.05778005754109472
0.541045,19740,180,84,99.68,-4.711563641255023,4864,0.056843215570552275
0.5097737500000001,21085,190,94,110.73,-5.232327295369446,5536,0.06783822760917246
0.4852682500000002,22139,200,101,113.34,-5.323295711689173,6064,0.14135079662082717
0.4523462500000003,23555,210,112,120.28,-5.586076053958377,6776,0.07875121763208881
0.43223500000000015,24420,220,118,110.63,-5.148050048957251,7208,0.08892392797861248
0.4107985000000002,25342,230,125,104.73,-4.805925118693125,7664,0.06929694424616173
0.3907337500000003,26205,240,132,101.92,-4.6685302032843055,8096,0.06124852364882827
0.3753654999999998,26866,250,137,96.08,-4.2434517905566285,8432,0.09623821277637035
0.3569515,27658,260,143,95.54,-4.143432392398732,8824,0.10614788252860308
0.33786324999999995,28479,270,149,94.74,-4.109671890857515,9232,0.061110085574910045
0.3193562499999999,29275,280,155,94.35,-4.121939804099234,9632,0.07809001207351685
0.2996402500000003,30123,290,162,89.38,-3.8754819926092994,10056,0.08023787528509274
0.2859227500000002,30713,300,167,84.74,-3.6682611026730485,10352,0.12488584336824715
0.26344000000000023,31680,310,174,80.25,-3.4301011878413474,10832,0.0714200702495873
0.2509315000000003,32218,320,178,76.98,-3.299235450964111,11104,0.11502545699477196
0.225124,33328,330,187,78.86,-3.288652066138448,11656,0.13915779790841043
0.19899100000000025,34452,340,195,81.47,-3.4025855775282885,12224,0.06926230649696663
0.16876599999999986,35752,350,205,87.86,-3.836723456914558,12872,0.08387573034269735
0.1417262500000004,36915,360,214,91.57,-4.0842826523826785,13456,0.09646333660930395
0.11894124999999978,37895,370,221,93.16,-4.081957175219473,13944,0.0633227281505242
0.09169224999999992,39067,380,231,96.92,-4.19110046411715,14528,0.04531589709222317
0.07,40176,390,239,99.53,-4.2709272770819675,15080,0.03470519033726305
0.07,40952,400,245,101.39,-4.339205736719449,15472,0.07897732360288501
0.07,42305,410,255,105.25,-4.539226177604423,16152,0.11098345252685249
0.07,42944,420,260,106.26,-4.629160406624721,16464,0.08584494527895004
0.07,43801,430,267,103.73,-4.555239042104897,16896,0.06057184492237866
0.07,45000,440,276,104.48,-4.560302321268892,17496,0.11190635967068374
0.07,46340,450,287,104.88,-4.490385676922224,18168,0.09155658830422908
0.07,47385,460,295,103.7,-4.349175660346466,18688,0.0688070715405047
0.07,48452,470,304,104.57,-4.431808318519809,19224,0.061520954011939466
0.07,49273,480,310,101.06,-4.292948858155415,19632,0.07338623993564397
0.07,50203,490,317,99.27,-4.183360302619161,20096,0.1143701106775552
0.07,50901,500,323,98.49,-4.078579856690574,20448,0.06904232513625175
0.07,51736,510,329,93.31,-3.838738843991118,20864,0.0737930933246389
0.07,52829,520,338,97.85,-3.9712247908716387,21408,0.09809082932770252
0.07,53386,530,342,94.85,-3.837518853762096,21688,0.10527303908020258
0.07,54192,540,348,90.92,-3.730610100083142,22088,0.06417497957590967
0.07,54680,550,352,82.4,-3.3144091614459286,22336,0.10446858371142298
0.07,55062,560,355,75.77,-3.054975045737752,22528,0.08852286852197722
0.07,55780,570,361,72.28,-2.9120432606710915,22888,0.11858001840300858
0.07,56946,580,370,75.73,-3.064200678911616,23472,0.08686313149519265
0.07,58036,590,379,77.33,-3.145105036510036,24016,0.059724617400206625
0.07,58969,600,387,79.68,-3.2532297164589505,24480,0.12381249316968024
0.07,59613,610,392,77.77,-3.1888280237699815,24800,0.08953212003689259
0.07,60467,620,399,75.38,-3.09084672543658,25232,0.08758698799647391
0.07,61434,630,407,79.48,-3.2385789569517054,25712,0.12996579962782562
