rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/episodes,rollout/exploration_rate,time/total_timesteps,train/n_updates,train/loss
5.146478812759425,1,95.8,10,0.9774940000000002,968,,
4.922255657401701,2,94.15,20,0.9557552499999997,1903,,
5.607033756398499,4,109.5,30,0.92292625,3315,,
5.16609354598545,5,101.05,40,0.9050934999999998,4082,,
4.674122801042152,6,93.68,50,0.8899345000000002,4734,,
4.8989840422929545,8,96.93333333333334,60,0.8633830000000002,5876,,
4.844594495586786,9,97.22857142857143,70,0.8401330000000002,6876,,
5.0059193324762274,11,100.7,80,0.8108379999999997,8136,,
5.404742962011205,14,107.72222222222223,90,0.77249875,9785,,
5.251650980052315,18,105.17,100,0.7531547499999998,10617,304,0.09591227579221595
5.676483163780386,30,112.09,110,0.7145597499999999,12277,1136,0.1066274813383643
6.097239013794975,41,119.42,120,0.6757787499999999,13945,1968,0.06868714107986307
5.939299726585996,48,114.87,130,0.6535285000000002,14902,2448,0.07861297999625094
6.927355782742337,64,129.87,140,0.6008207500000002,17169,3584,0.10001586990620126
7.472067086065866,76,140.74,150,0.5603890000000002,18908,4448,0.0610138096526498
7.191448255508289,83,137.68,160,0.5409519999999999,19744,4864,0.0913168669649167
7.326141538776518,92,141.05,170,0.5098667500000003,21081,5536,0.0935264952131547
7.23747383054224,101,140.56,180,0.4817110000000001,22292,6144,0.09452082880306989
6.953722167446028,110,136.18,190,0.45355524999999997,23503,6744,0.04434853182465304
7.0593150667781766,119,138.82,200,0.4280732500000003,24599,7296,0.06508768840285484
6.7802442838679156,129,135.63,210,0.3968949999999999,25940,7968,0.14528010605135933
6.451902061543304,138,130.47,220,0.3701110000000001,27092,8544,0.04667791930842213
6.483762397522348,146,132.45,230,0.3432572500000002,28247,9120,0.08134807791793719
5.83071498996328,158,124.66,240,0.3086612500000001,29735,9864,0.08160409159609117
5.457494631622468,165,116.1,250,0.2881315000000003,30618,10304,0.10640932264504954
5.903972690697859,176,122.95,260,0.2527682499999999,32139,11064,0.12970595437218435
5.893286412707832,186,121.62,270,0.22477525000000043,33343,11664,0.10831532621523365
5.960487588671676,195,121.76,280,0.1962940000000002,34568,12280,0.08669734865543433
5.747388335966819,201,117.14,290,0.17887975000000012,35317,12656,0.13333598989993334
5.695761734507758,209,115.77,300,0.15658300000000014,36276,13136,0.05308931740000844
5.24774016488908,212,106.63,310,0.14665525000000013,36703,13344,0.10139056362095289
5.0061635282384,217,101.58,320,0.13161250000000024,37350,13672,0.1400312460027635
4.9294792941142465,226,100.84,330,0.10647925000000025,38431,14208,0.09152797592105344
4.5925104578152975,232,94.44,340,0.08676325000000007,39279,14632,0.13167576486011967
4.413211870992641,237,91.02,350,0.07418499999999983,39820,14904,0.06670087785460055
3.9326667885865434,242,82.11,360,0.07,40450,15224,0.10270978533662856
3.7601072903737656,249,78.85,370,0.07,41328,15656,0.14436756222858094
3.3531693635740627,252,70.87,380,0.07,41755,15872,0.11666132713435218
3.2012824460018914,256,68.29,390,0.07,42246,16120,0.11859889543848112
2.9550287855385657,260,62.95,400,0.07,42671,16328,0.09684851829661056
2.992685391750089,264,63.91,410,0.07,43194,16592,0.06758907809853554
2.927017190963484,269,63.44,420,0.07,43794,16896,0.13566866319160908
2.638139852480899,273,57.33,430,0.07,44264,17128,0.11902595707215369
2.5302318069890584,278,54.97,440,0.07,44876,17432,0.13162489072419703
2.4716780763511137,282,54.96,450,0.07,45416,17704,0.13224386237561703
2.405269362483561,286,54.07,460,0.07,45957,17976,0.21399159642169252
2.1322994723925337,288,48.38,470,0.07,46266,18128,0.09544310317141935
2.154153502808476,292,48.53,480,0.07,46708,18352,0.12265860964544117
2.1279651763081007,295,47.69,490,0.07,47115,18552,0.13349393010139465
2.2504214184109603,301,50.68,500,0.07,47839,18912,0.1511849999660626
2.2470642702418115,306,51.19,510,0.07,48413,19200,0.12617763015441597
2.2655108664113763,311,51.17,520,0.07,49011,19504,0.20263839419931173
2.315824553126409,315,52.1,530,0.07,49574,19784,0.10869294148869812
2.4296149694354776,322,54.05,540,0.07,50381,20184,0.08224211938795634
2.476558848409046,327,54.52,550,0.07,50968,20480,0.1894303400767967
2.6821704143877896,334,58.53,560,0.07,51910,20952,0.15018665720708668
2.891445784839561,341,63.37,570,0.07,52703,21344,0.1111563247977756
3.060717891161273,349,69.08,580,0.07,53716,21856,0.1382046093349345
3.4286920647543866,359,77.73,590,0.07,54988,22488,0.15227448660880327
3.713738022773325,370,85.59,600,0.07,56498,23248,0.12351859454065561
3.722145114524604,376,87.09,610,0.07,57222,23608,0.07004512968705967
4.01351799833375,387,96.11,620,0.07,58722,24360,0.19501514045987278
4.049949951830317,393,98.75,630,0.07,59549,24768,0.2020885245874524
3.8738596958162557,397,95.96,640,0.07,60077,25032,0.10868818001472391
3.945156866682561,404,98.52,650,0.07,60920,25456,0.2781940429122187
3.7846044338524827,410,97.0,660,0.07,61710,25848,0.08475438464665785
3.676494825390222,415,95.82,670,0.07,62385,26192,0.1561293472768739
3.7373233319001145,425,98.85,680,0.07,63701,26848,0.09965875855414197
3.6047758078281054,435,99.11,690,0.07,64999,27496,0.17884033024893142
3.3061519886341775,442,92.99,700,0.07,65897,27944,0.16911585384514183
3.530916397706104,453,99.87,710,0.07,67309,28648,0.17905040754703805
3.4515016522059385,464,100.31,720,0.07,68853,29424,0.1937660997500643
3.6441051398119986,474,104.33,730,0.07,70082,30040,0.1381951958173886
3.800543390360862,482,110.11,740,0.07,71188,30592,0.15707561746239662
3.9607287475468773,494,116.6,750,0.07,72680,31336,0.15741551155224442
4.1514679450817455,503,121.31,760,0.07,73941,31968,0.16722865833435208
4.296450669828927,511,124.68,770,0.07,74953,32472,0.1169350054115057
4.262454100234546,522,124.71,780,0.07,76272,33128,0.08648254931904376
4.3288484918932895,532,124.95,790,0.07,77594,33792,0.14379960478981957
4.639951187772483,544,131.76,800,0.07,79173,34584,0.2272549371700734
4.7153269333148,556,134.37,810,0.07,80846,35416,0.07529834529850632
4.380061832558702,559,123.11,820,0.07,81264,35624,0.07200379113783129
4.256990347683066,567,121.98,830,0.07,82380,36184,0.13137167593231425
4.468426789501177,579,126.4,840,0.07,83928,36960,0.1173905412433669
4.362691630203363,586,121.03,850,0.07,84883,37440,0.11347305413801223
4.345097161177503,596,121.26,860,0.07,86167,38080,0.14270657871384174
4.2044769624234615,601,116.83,870,0.07,86736,38360,0.10006660668295808
