rollout/exploration_rate,time/total_timesteps,time/episodes,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,train/loss
0.9725649999999999,1180,10,1,117.0,5.681905441843334,,
0.9422470000000001,2484,20,2,123.2,6.480901758978351,,
0.9388292499999998,2631,30,3,86.7,4.4585424813044225,,
0.9129287500000001,3745,40,4,92.625,4.9146400626397675,,
0.8827037499999998,5045,50,6,99.9,5.397660935337215,,
0.8547805000000002,6246,60,8,103.1,5.7615750605902285,,
0.8295077500000003,7333,70,10,103.75714285714285,5.771243850538194,,
0.8062577500000002,8333,80,12,103.1625,5.743348596445253,,
0.7775207499999999,9569,90,14,105.32222222222222,5.882568264880202,,
0.7482955,10826,100,20,107.26,6.003287717477328,408,0.16121273301541805
0.713467,12324,110,31,110.44,6.237387985020868,1160,0.03829630095606262
0.6782199999999998,13840,120,41,112.56,6.287760398204917,1912,0.06842733208759455
0.6430427500000002,15353,130,52,126.22,7.0154697736267915,2672,0.07795997709035873
0.6298832500000002,15919,140,56,120.74,6.662502291736482,2952,0.08771724685357185
0.60528475,16977,150,64,118.32,6.406418878946455,3488,0.13844692134443903
0.5874055000000001,17746,160,69,114.0,5.985928107634222,3872,0.040964101295685396
0.5455090000000002,19548,170,82,121.15,6.263134000593635,4768,0.052969779731938615
0.5176787500000003,20745,180,91,123.12,6.216356190196692,5368,0.022382827475667
0.4964979999999999,21656,190,98,119.87,5.89074564050069,5824,0.075221884297207
0.46969075000000027,22809,200,107,118.83,5.669790235450908,6400,0.08871746261138469
0.4507420000000001,23624,210,113,112.0,5.209945123788279,6808,0.08630650417762809
0.41714574999999987,25069,220,124,111.29,5.062905753760832,7528,0.04539656572160311
0.37624899999999994,26828,230,137,113.75,5.079434145653413,8408,0.14601280068745837
0.3497672500000004,27967,240,146,119.48,5.342033201339373,8976,0.03651895231450908
0.32100699999999993,29204,250,155,121.27,5.359646864104667,9600,0.1361220394319389
0.2926652500000001,30423,260,165,125.77,5.504823200481031,10208,0.1175299656460993
0.27160074999999995,31329,270,172,116.81,5.021484671860885,10664,0.06286788187571801
0.2498155000000002,32266,280,179,114.21,4.910050246845386,11128,0.09699785686098039
0.22363600000000006,33392,290,188,116.36,5.023586949668071,11688,0.07414289121516049
0.19617774999999993,34573,300,197,116.64,5.027290438847366,12280,0.08873358287382871
0.17869374999999987,35325,310,203,116.01,4.992747783467311,12656,0.076295537117403
0.15990775000000024,36133,320,209,109.64,4.727275231951958,13064,0.07706195261562243
0.12631150000000002,37578,330,221,106.5,4.561789488275284,13784,0.06773231533588842
0.08957649999999995,39158,340,233,110.91,4.694692772015662,14576,0.1417832271545194
0.07,40053,350,240,107.49,4.590643482700386,15024,0.07812122686300427
0.07,41611,360,253,110.88,4.744473098659216,15800,0.11084801802644506
0.07,42421,370,260,109.92,4.7083403906809504,16208,0.10892218432854861
0.07,43829,380,271,114.63,4.911778714277485,16912,0.07152693311218172
0.07,45452,390,284,119.6,5.062440656798009,17720,0.08264814788708463
0.07,47150,400,297,124.77,5.247163195939965,18568,0.10073661705246195
0.07,49001,410,311,135.76,5.774239172879124,19496,0.08738566300598904
0.07,50413,420,321,141.8,5.993222861916123,20200,0.15653273632051423
0.07,52069,430,334,143.91,6.1316569734874475,21032,0.01948701945366338
0.07,53056,440,341,137.98,5.876812194990091,21520,0.14553898491431028
0.07,54373,450,351,142.2,5.99483718903442,22184,0.16182026942260563
0.07,55707,460,361,139.96,5.9521674125295485,22848,0.0481646450352855
0.07,56643,470,369,141.22,6.0141083870218335,23320,0.09023622877430171
0.07,57345,480,374,134.16,5.74622178888083,23672,0.048178657481912524
0.07,58263,490,381,127.11,5.471944886807077,24128,0.08994872512994334
0.07,58821,500,385,115.71,5.038220134024382,24408,0.15007848874665797
0.07,59505,510,390,104.04,4.499427247615086,24752,0.13448718047584407
0.07,60147,520,395,96.34,4.1520801163977925,25072,0.10727223637513816
0.07,61202,530,404,90.33,3.845629177578011,25600,0.09229785675415769
0.07,61669,540,408,85.13,3.6032689519912076,25832,0.10629144427366555
0.07,62641,550,415,81.68,3.4802339101460915,26320,0.10651001462247223
0.07,62964,560,418,71.57,3.0309728582625883,26480,0.1071043917327188
0.07,63385,570,421,66.42,2.7947838081143193,26688,0.10744977823924273
0.07,64388,580,429,69.43,2.871547291211867,27192,0.1386889893328771
0.07,65261,590,436,68.98,2.850267379222048,27624,0.1960371050518006
0.07,66389,600,445,74.68,3.000820570559889,28192,0.0937705893884413
0.07,67777,610,455,81.72,3.2521214488959025,28888,0.10716139146825299
0.07,69003,620,465,87.56,3.5278932252574657,29496,0.06423442444065586
0.07,69944,630,473,86.42,3.469487191303304,29968,0.12497525551589206
0.07,70852,640,480,90.83,3.6786550628412846,30424,0.06621522916248068
0.07,71741,650,487,90.0,3.6404933730300026,30864,0.15124917184584774
0.07,72605,660,493,95.41,3.839886080930537,31296,0.18098001717589796
0.07,73405,670,500,99.2,3.9441851426308228,31696,0.12212661921512336
0.07,74352,680,507,98.64,3.8873156485071947,32168,0.09784371865680441
0.07,74852,690,511,94.91,3.7349899997856197,32424,0.24074341438245028
0.07,75969,700,520,94.8,3.7117088188355383,32984,0.2285061664879322
0.07,77145,710,529,92.68,3.6076494471452283,33568,0.12331015197560191
0.07,78431,720,540,93.28,3.5841911682756296,34208,0.12255452512181364
0.07,79247,730,546,92.03,3.5170270308459894,34616,0.1377425064565614
0.07,80528,740,557,95.76,3.5923968461299336,35256,0.10946521302685142
0.07,81478,750,564,96.37,3.6403264221360105,35736,0.1499578039511107
0.07,82621,760,572,99.16,3.769529814391494,36304,0.2326546460390091
0.07,83682,770,580,101.77,3.927919978701364,36840,0.17976231186185032
0.07,84845,780,590,103.93,4.015880204707081,37416,0.16863242257386446
0.07,86253,790,601,113.01,4.372500538972755,38120,0.12377396371448413
0.07,87624,800,612,115.55,4.550858509937631,38808,0.155707860190887
0.07,88431,810,618,111.86,4.455382703233566,39208,0.08030983485514298
0.07,89669,820,628,111.38,4.484206095629823,39832,0.15254403580911458
0.07,90739,830,637,113.92,4.531861654840965,40368,0.19781656691338867
0.07,91608,840,644,109.8,4.457891816540216,40800,0.18221658747643232
0.07,92231,850,649,106.53,4.292396018025044,41112,0.18506218120455742
0.07,93507,860,659,107.86,4.302285230816216,41752,0.12507565040141344
0.07,95151,870,672,113.69,4.44809933829245,42568,0.0661505512543954
0.07,96174,880,680,112.29,4.390674873260465,43080,0.15279810829088092
0.07,97130,890,687,107.77,4.192978399695833,43560,0.14044900535373017
0.07,98548,900,698,108.24,4.183902438490495,44272,0.09696270438143983
0.07,99716,910,707,111.85,4.2540303917320905,44856,0.24402656714664772
0.07,100684,920,714,109.15,4.052253881243779,45336,0.1415330070303753
0.07,102352,930,727,115.13,4.389783160148005,46168,0.12584522855468094
0.07,104126,940,741,124.18,4.708066607469908,47056,0.08122507750522345
0.07,105099,950,748,127.68,4.877176741227709,47544,0.18604148126905784
0.07,105997,960,755,123.9,4.741771804073469,47992,0.07824482675641775
0.07,107489,970,767,122.38,4.750004845042601,48744,0.15607785695465282
0.07,108540,980,775,122.66,4.785712675346627,49264,0.09418879222357646
0.07,110341,990,788,131.11,5.193035024460055,50168,0.034893950854893774
0.07,111625,1000,798,129.77,5.146755878419331,50808,0.14654742559650913
0.07,113333,1010,812,135.17,5.464850477802115,51664,0.09238326823106036
0.07,114670,1020,824,138.86,5.645272069114958,52328,0.13384245987981558
0.07,116619,1030,840,141.67,5.689041376320922,53304,0.12167401076294482
0.07,118595,1040,857,143.69,5.695125762953512,54296,0.18409386073471978
0.07,119705,1050,866,145.06,5.714598362838442,54848,0.14999903188436292
0.07,121274,1060,879,151.77,5.898292594199172,55632,0.10958623961778358
0.07,122189,1070,887,146.0,5.6820474165390955,56088,0.10840820288285613
0.07,123999,1080,901,153.59,5.886252736652735,56992,0.07869292079703882
0.07,126085,1090,918,156.44,5.897713077419362,58040,0.12396136648021638
0.07,127453,1100,930,157.28,5.879914429975873,58720,0.18872192103299312
0.07,128824,1110,941,153.91,5.541853186882228,59408,0.1219865363673307
0.07,130584,1120,956,158.14,5.635752744731061,60288,0.048848330916371197
0.07,131836,1130,966,151.17,5.372830351551349,60912,0.16439826841815375
0.07,133596,1140,980,149.01,5.193244151273931,61792,0.12464168190490454
0.07,135064,1150,992,152.59,5.244506032069265,62528,0.12016727594891563
0.07,135979,1160,1000,146.05,5.056311602073231,62984,0.1377830901183188
0.07,137345,1170,1011,150.56,5.1397683119940565,63672,0.09114392023184337
0.07,138590,1180,1021,144.91,4.9403563069594245,64288,0.09548611484933645
0.07,139745,1190,1031,135.6,4.591151749683238,64872,0.10882060276344419
0.07,141075,1200,1042,135.22,4.5767182292626885,65536,0.04684560387977399
0.07,142508,1210,1054,135.84,4.793322175349082,66248,0.1082039593893569
0.07,143371,1220,1061,126.87,4.483405793372005,66680,0.1525533681269735
0.07,144500,1230,1070,125.64,4.400258562479732,67248,0.12324143562000245
0.07,145508,1240,1079,118.12,4.250831450088605,67752,0.06247917594737373
0.07,146934,1250,1090,117.7,4.279480656305668,68464,0.09297261433675885
0.07,148219,1260,1100,121.4,4.363543170115336,69104,0.09001785522559658
0.07,149747,1270,1111,123.02,4.449599787920456,69872,0.19701649493072182
0.07,151583,1280,1126,128.93,4.719061524925043,70784,0.06355621659895405
0.07,153052,1290,1137,132.07,4.8708321697147605,71520,0.09149463340872899
