rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,train/loss,train/n_updates
53.7,-5.370000000000014,10,0,547,0.9872822499999998,,
70.8,-7.080000000000005,20,1,1436,0.9666130000000002,,
61.333333333333336,-6.133333333333337,30,2,1870,0.9565225000000002,,
66.9,-6.690000000000005,40,3,2716,0.9368529999999998,,
62.04,-6.204000000000003,50,4,3152,0.926716,,
64.96666666666667,-6.496666666666669,60,5,3958,0.9079765000000002,,
69.31428571428572,-6.931428571428575,70,6,4922,0.8855635,,
73.2625,-7.326250000000004,80,8,5941,0.8618717500000002,,
73.38888888888889,-7.338888888888894,90,10,6695,0.8443412499999998,,
76.45,-7.645000000000003,100,12,7745,0.81992875,,
86.67,-8.667000000000009,110,15,9314,0.7834495,,
85.22,-8.522000000000011,120,16,10058,0.7661515000000003,0.059263054572511464,24
87.94,-8.794000000000011,130,22,10764,0.7497370000000001,0.12176441536212224,376
90.69,-9.069000000000011,140,30,11885,0.7236737500000002,0.11377267380885314,936
94.87,-9.487000000000016,150,36,12739,0.7038182499999998,0.08627156362854294,1368
101.57,-10.157000000000023,160,47,14215,0.66950125,0.07801499455308658,2104
108.8,-10.880000000000026,170,60,15902,0.6302785000000002,0.030097013572230935,2944
113.5,-11.350000000000025,180,72,17391,0.59565925,0.05033978283245233,3688
117.04,-11.704000000000029,190,81,18499,0.56989825,0.06103979489853373,4248
122.6,-12.26000000000003,200,94,20105,0.5325587500000002,0.09349323969217949,5048
118.1,-11.810000000000024,210,103,21224,0.506542,0.062401639348536264,5608
121.28,-12.128000000000021,220,111,22286,0.48185049999999996,0.08445119917450938,6136
121.86,-12.18600000000002,230,117,23050,0.4640875000000002,0.06376563462981721,6520
122.4,-12.24000000000002,240,127,24225,0.43676874999999993,0.07561305194394663,7112
121.0,-12.100000000000017,250,133,24939,0.42016825,0.08693773942650296,7464
115.73,-11.573000000000013,260,141,25888,0.3981040000000001,0.1082747743348591,7936
108.28,-10.828000000000005,270,149,26830,0.3762025000000001,0.14302683921414427,8408
100.86,-10.086000000000004,280,155,27577,0.35883475,0.11017009554780088,8784
96.56,-9.656,290,160,28255,0.34307124999999994,0.08894157606118824,9120
91.83,-9.182999999999995,300,170,29388,0.31672900000000026,0.1331065010308521,9688
92.55,-9.254999999999997,310,180,30579,0.28903825000000005,0.10164351054118015,10288
87.22,-8.721999999999994,320,184,31108,0.27673899999999996,0.145078185305465,10552
87.62,-8.761999999999997,330,191,31912,0.258046,0.2024911819025874,10952
87.96,-8.796,340,202,33121,0.22993675000000002,0.1373122989316471,11560
92.71,-9.270999999999999,350,212,34310,0.2022925000000002,0.08228921549743973,12152
92.96,-9.296,360,220,35284,0.179647,0.1276866399566643,12640
94.3,-9.430000000000001,370,230,36360,0.15463000000000027,0.049571621289942414,13176
96.18,-9.618,380,238,37295,0.13289125000000035,0.10604273175704293,13640
94.71,-9.471000000000002,390,243,37826,0.12054549999999997,0.13118144831969403,13912
95.45,-9.545000000000005,400,253,39033,0.09248274999999995,0.12026235030498356,14512
94.21,-9.421000000000006,410,263,40100,0.07,0.10769136680755764,15048
98.72,-9.872000000000007,420,272,41080,0.07,0.11698896708549,15536
102.21,-10.221000000000009,430,282,42233,0.07,0.12116431293543428,16112
101.06,-10.106000000000005,440,292,43327,0.07,0.13351336659980007,16656
97.85,-9.785000000000004,450,299,44195,0.07,0.08736394069273956,17096
95.98,-9.598000000000006,460,306,44982,0.07,0.16912988547119312,17488
94.91,-9.491000000000003,470,315,45951,0.07,0.07355221433681436,17968
98.55,-9.855000000000004,480,326,47250,0.07,0.1826397409895435,18624
100.73,-10.073000000000006,490,332,47999,0.07,0.07466960861347616,18992
95.77,-9.577000000000005,500,339,48710,0.07,0.1478584938449785,19352
90.15,-9.015000000000002,510,343,49215,0.07,0.1392020470520947,19600
87.66,-8.766000000000005,520,349,49946,0.07,0.08732931315898895,19968
81.52,-8.152000000000001,530,354,50485,0.07,0.20119785144925117,20240
74.76,-7.475999999999999,540,358,50903,0.07,0.08924621946061961,20448
72.69,-7.268999999999998,550,364,51564,0.07,0.07874542055651546,20776
71.54,-7.153999999999997,560,370,52236,0.07,0.1278699217364192,21112
67.31,-6.730999999999998,570,375,52782,0.07,0.15952024990110658,21384
62.43,-6.242999999999996,580,382,53593,0.07,0.1291001761564985,21792
62.03,-6.202999999999994,590,388,54302,0.07,0.1517766620963812,22144
61.64,-6.163999999999993,600,394,54974,0.07,0.09021179351839237,22480
60.24,-6.023999999999994,610,397,55339,0.07,0.12936550634913146,22664
60.98,-6.097999999999994,620,404,56144,0.07,0.1379949605325237,23064
66.31,-6.630999999999995,630,413,57216,0.07,0.13658054650295526,23600
67.73,-6.7729999999999935,640,418,57776,0.07,0.15507169184274971,23880
68.36,-6.835999999999993,650,425,58500,0.07,0.20458987168967724,24248
69.2,-6.9199999999999955,660,431,59256,0.07,0.13347416301257908,24624
68.02,-6.801999999999996,670,435,59684,0.07,0.11996971862390637,24840
69.8,-6.979999999999997,680,444,60673,0.07,0.11736677004955709,25336
69.61,-6.960999999999997,690,450,61363,0.07,0.17961500579258427,25680
67.61,-6.760999999999998,700,454,61835,0.07,0.13154478557407856,25912
70.87,-7.086999999999998,710,460,62526,0.07,0.1345292282057926,26256
68.9,-6.889999999999999,720,465,63134,0.07,0.14429367979755625,26560
68.36,-6.836000000000001,730,474,64152,0.07,0.17085368814878166,27072
66.44,-6.644000000000002,740,477,64520,0.07,0.16603775974363089,27256
68.86,-6.886000000000001,750,486,65486,0.07,0.13246482517570257,27736
66.91,-6.691000000000002,760,490,66047,0.07,0.19077065028250217,28016
