rollout/exploration_rate,time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/loss,train/n_updates
0.9913974999999999,10,0,1.8804204977954035,370,36.0,,
0.9773544999999998,20,1,2.5745844948360506,974,47.7,,
0.96161425,30,1,3.200297044015974,1651,54.03333333333333,,
0.9449905,40,2,3.4786388548319045,2366,58.15,,
0.9360160000000001,50,3,3.2251659259330183,2752,54.04,,
0.9229727499999998,60,3,3.266352068112503,3313,54.21666666666667,,
0.904024,70,4,3.570941908373209,4128,57.97142857142857,,
0.8758217500000001,80,6,4.10349609344028,5341,65.7625,,
0.8497585000000003,90,7,4.535796377147592,6462,70.8,,
0.8035375,100,10,5.656288537835374,8450,83.5,,
0.7719640000000001,110,12,6.556378551726132,9808,93.38,,
0.7494579999999998,120,16,6.936894838056865,10776,97.02,0.094912275486422,384
0.7244875,130,22,7.188702415156879,11850,100.99,0.133046499453485,920
0.68335825,140,31,7.821910564851976,13619,111.53,0.04909608932211995,1808
0.6561790000000001,150,37,8.232032617647313,14788,119.36,0.07928296938189305,2392
0.6310457500000001,160,42,8.466715120403382,15869,124.56,0.10119645422673784,2928
0.6130502499999999,170,46,8.373551029207439,16643,124.15,0.0623050109425094,3320
0.5877542499999999,180,52,8.20595865979118,17731,122.9,0.09419246733887121,3864
0.5644345,190,57,7.969769423430979,18734,121.72,0.10657347217784263,4360
0.5449742499999999,200,62,6.887699931281199,19571,110.21,0.1295633753761649,4784
0.5279087500000001,210,66,6.218489414427461,20305,103.97,0.08746110141510144,5152
0.5045192500000002,220,71,6.0679071550515395,21311,104.35,0.07924900695797987,5648
0.47599150000000023,230,78,6.030332457051637,22538,105.88,0.10429746721638367,6264
0.43669899999999995,240,87,5.886078934287964,24228,105.09,0.1518944880226627,7112
0.4107287500000002,250,93,5.837721754762169,25345,104.57,0.0852782555448357,7672
0.38745550000000006,260,98,5.7936418444770865,26346,103.77,0.05046693797339685,8168
0.3730870000000004,270,102,5.670654714792482,26964,102.21,0.13379696870106272,8480
0.3282609999999999,280,113,6.037934830993624,28892,110.61,0.13818046514643356,9440
0.30050049999999984,290,120,6.073483113702577,30086,112.52,0.10300196125172079,10040
0.25978975000000004,300,130,6.476037334666371,31837,121.66,0.1805023423221428,10912
0.21875350000000016,310,140,6.952386701658536,33602,131.97,0.06904247216880322,11800
0.18671499999999974,320,148,7.056731507311184,34980,135.69,0.0821421368746087,12488
0.15267699999999995,330,156,7.1209575196183685,36444,138.06,0.1208207270829007,13216
0.1327750000000001,340,161,6.604772285465475,37300,129.72,0.14796599483815953,13648
0.09580750000000016,350,169,6.7951714276618205,38890,134.45,0.09884875442367047,14440
0.07,360,180,7.154810192854358,40798,143.52,0.08569601213093847,15392
0.07,370,192,7.881785002398492,43062,159.98,0.12664626876357943,16528
0.07,380,201,7.652062287890477,44697,157.05,0.10194536129711196,17344
0.07,390,212,8.049102937155487,46804,166.18,0.0753633655840531,18400
0.07,400,223,8.073639164979436,48793,168.56,0.11689623724669218,19392
0.07,410,230,7.708438791238255,50063,163.61,0.07638052070979029,20024
0.07,420,236,7.5322112487820085,51218,161.38,0.11939392471686006,20608
0.07,430,241,7.191108551445512,52051,155.07,0.16215817956253886,21024
0.07,440,244,7.039092487434196,52611,152.11,0.1034953358466737,21304
0.07,450,246,6.457631059203214,53029,140.39,0.17499159451108426,21512
0.07,460,249,5.773240498112853,53546,126.48,0.2068254576297477,21768
0.07,470,253,5.105103152139967,54340,111.78,0.12044488347601146,22168
0.07,480,256,4.602068813946385,54931,101.34,0.11878797464305535,22464
0.07,490,266,4.378581029970878,56723,98.19,0.19020169880241156,23360
0.07,500,274,4.127899543924748,58265,93.72,0.13587038411060348,24128
0.07,510,284,4.337812614749531,59935,97.72,0.1925808551022783,24960
0.07,520,294,4.728100041914579,61861,105.43,0.10929060989292338,25928
0.07,530,305,5.257562673165068,63799,116.48,0.1518207816989161,26896
