rollout/exploration_rate,rollout/ep_len_mean,time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/loss,train/n_updates
0.9845154999999998,65.6,10,0,666,-6.5600000000000005,,
0.9623117499999999,80.05,20,1,1621,-8.005000000000003,,
0.9357835000000001,91.06666666666666,30,3,2762,-9.10666666666668,,
0.9182529999999999,86.9,40,4,3516,-8.690000000000012,,
0.8929337500000002,91.1,50,6,4605,-9.110000000000019,,
0.8658474999999999,95.16666666666667,60,7,5770,-9.516666666666683,,
0.8313444999999999,102.62857142857143,70,10,7254,-10.262857142857168,,
0.8013287499999999,105.8125,80,12,8545,-10.581250000000026,,
0.7673837500000001,110.16666666666667,90,14,10005,-11.016666666666698,,
0.7286027500000001,115.73,100,26,11673,-11.573000000000034,0.04769932038652769,832
0.7077009999999999,118.06,110,32,12572,-11.806000000000035,0.028932835781233734,1280
0.6741745000000002,122.93,120,43,14014,-12.29300000000004,0.06875861731532495,2000
0.6508082499999999,121.57,130,50,15019,-12.15700000000004,0.07121125917183235,2504
0.6140034999999999,129.86,140,62,16602,-12.98600000000004,0.06036071036578505,3296
0.5710142500000002,137.46,150,76,18451,-13.746000000000038,0.08138678985415027,4224
0.5236307499999999,146.19,160,91,20489,-14.619000000000044,0.06321919774927665,5240
0.4878722500000001,146.73,170,103,22027,-14.673000000000043,0.06450500024948269,6008
0.43549000000000027,156.35,180,120,24280,-15.63500000000005,0.07517821244255174,7136
0.3990805000000003,157.41,190,132,25846,-15.741000000000042,0.10887385394016746,7920
0.3732962500000002,151.82,200,141,26955,-15.18200000000004,0.07808611783548258,8472
0.3433502500000002,155.71,210,151,28243,-15.57100000000004,0.05662178993225098,9120
0.31024225000000016,155.53,220,162,29667,-15.553000000000036,0.04576797668414656,9832
0.2847369999999998,156.45,230,171,30764,-15.645000000000037,0.035776665434241295,10376
0.26151024999999994,150.61,240,178,31763,-15.06100000000003,0.03618531336542219,10880
0.23551674999999994,143.3,250,187,32881,-14.330000000000032,0.08067363107693382,11440
0.20020000000000038,138.11,260,199,34400,-13.811000000000027,0.05943915183888748,12192
0.17343925000000004,134.24,270,208,35551,-13.424000000000024,0.05973447544965893,12768
0.16323249999999978,116.1,280,211,35990,-11.610000000000015,0.04817569021543022,12992
0.13984299999999994,110.5,290,219,36996,-11.050000000000013,0.06024676673405338,13496
0.11357050000000024,110.71,300,228,38126,-11.071000000000009,0.08518456167075783,14056
0.08560075000000023,109.86,310,238,39329,-10.986000000000004,0.07256622205022722,14664
0.07,111.43,320,251,40910,-11.143000000000004,0.03901781639433466,15448
0.07,108.89,330,258,41753,-10.889000000000005,0.09687531157396734,15872
0.07,111.87,340,269,43050,-11.18700000000001,0.08654091990320012,16520
0.07,110.07,350,277,43988,-11.007000000000005,0.07347642403328791,16992
0.07,109.45,360,289,45445,-10.945000000000007,0.08769389890949242,17720
0.07,112.25,370,300,46876,-11.225000000000007,0.04086492015630938,18432
0.07,119.41,380,310,48031,-11.941000000000008,0.05240052976296283,19008
0.07,121.73,390,320,49269,-12.17300000000001,0.11794035532511771,19632
0.07,119.55,400,328,50181,-11.95500000000001,0.1056570780929178,20088
0.07,121.36,410,339,51565,-12.136000000000015,0.11145399897941388,20776
0.07,119.18,420,351,52928,-11.918000000000013,0.07247644866583869,21456
0.07,123.68,430,361,54221,-12.368000000000013,0.10288528839009814,22104
0.07,127.1,440,374,55860,-12.710000000000015,0.08067966846283525,22928
0.07,131.9,450,385,57278,-13.190000000000023,0.0895359396818094,23632
0.07,134.02,460,398,58947,-13.40200000000002,0.11715624388307333,24472
0.07,134.38,470,409,60414,-13.438000000000024,0.05942149576731026,25200
0.07,143.65,480,425,62496,-14.365000000000027,0.05542733770562336,26240
