time/total_timesteps,rollout/exploration_rate,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/episodes,train/n_updates,train/loss
1921,0.9553367500000001,191.1,1,11.8756552909078,10,,
3568,0.9170440000000002,177.4,3,10.119688490408185,20,,
5498,0.8721715,182.26666666666668,6,10.866404514403644,30,,
7575,0.8238812500000001,188.375,9,11.508031456009567,40,,
9539,0.7782182499999999,189.78,11,11.894678433426954,50,,
11157,0.7405997500000001,184.95,18,11.215630496854764,60,576,0.03810374561635399
12492,0.7095610000000002,177.45714285714286,24,10.484457129081301,70,1240,0.05713343113256997
13341,0.6898217499999999,165.7625,28,9.679099324010119,80,1664,0.02884309785622463
14353,0.6662927500000002,158.4777777777778,33,8.979340700442867,90,2176,0.06692445612861775
14903,0.65350525,148.03,36,8.236417909272056,100,2448,0.047835775825660676
15375,0.6425312499999999,133.54,38,7.217032425336534,110,2680,0.09551684652251424
15832,0.6319060000000001,121.64,41,6.530392449334389,120,2912,0.06720207475154893
16293,0.62118775,106.95,43,5.46546434968978,130,3144,0.029403606640698854
16877,0.6076097499999998,92.02,46,4.367038546788957,140,3432,0.04893762596475426
17426,0.5948454999999999,77.87,49,3.223862253817034,150,3712,0.08699841478664894
17844,0.5851270000000002,65.87,51,2.6158314875427378,160,3920,0.07708833289507311
18342,0.5735485000000002,57.5,53,2.198467940641831,170,4168,0.08708652872883249
18834,0.5621095000000002,53.93,56,1.977236441801679,180,4416,0.06786128412932158
19274,0.5518795000000003,48.21,58,1.8083543831041025,190,4632,0.13383738492848352
19887,0.5376272500000003,48.84,61,1.898162272418349,200,4936,0.10605342223425396
20653,0.5198177500000003,51.78,65,2.0085518176724158,210,5320,0.05947243090486154
21131,0.5087042499999999,51.99,68,2.0365807014460966,220,5560,0.09674760440248065
21579,0.4982882500000002,51.86,70,2.051214650907502,230,5784,0.1153842015482951
21961,0.4894067499999999,49.84,72,1.9489710014302226,240,5976,0.13461503863800317
22317,0.4811297499999999,47.91,74,1.8710040115105526,250,6152,0.15394227422075346
22808,0.46971399999999996,48.64,76,1.8648266116914518,260,6400,0.07096482708584517
23156,0.4616230000000001,47.14,78,1.8112540831364514,270,6576,0.13609314151108265
23495,0.4537412500000001,45.61,80,1.7304101857179726,280,6744,0.1462942430516705
23827,0.4460222500000002,44.53,82,1.6879830126112938,290,6912,0.10797375842230394
24224,0.43679200000000007,42.37,84,1.6068048654938785,300,7104,0.11924005480250344
24595,0.42816624999999986,38.42,86,1.449518025682125,310,7296,0.12721989257261157
24894,0.42121450000000027,36.63,88,1.3626089148021512,320,7440,0.11796354106627405
25276,0.4123330000000004,35.97,90,1.322397803767952,330,7632,0.05549607891589403
