rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,train/loss,train/n_updates
98.4,9.839999999999986,10,1,994,0.9768894999999999,,
121.35,12.13500000000001,20,2,2447,0.9431072500000001,,
90.5,9.050000000000006,30,3,2745,0.9361787500000001,,
89.9,8.990000000000006,40,4,3636,0.9154630000000001,,
86.06,8.606000000000007,50,5,4353,0.8987927499999999,,
94.23333333333333,9.423333333333348,60,7,5714,0.8671495000000001,,
96.6,9.660000000000016,70,9,6832,0.8411560000000002,,
103.4875,10.348750000000019,80,12,8359,0.8056532499999999,,
104.53333333333333,10.453333333333353,90,14,9498,0.7791714999999999,,
102.95,10.295000000000021,100,17,10395,0.75831625,0.04907897929660976,192
103.15,10.315000000000023,110,24,11409,0.73474075,0.0630191329983063,704
103.8,10.380000000000022,120,35,12927,0.6994472500000001,0.09861244752755738,1456
113.54,11.354000000000024,130,45,14199,0.66987325,0.06044165111234179,2096
118.53,11.853000000000026,140,55,15589,0.6375557499999999,0.08174067558866227,2792
122.01,12.201000000000029,150,63,16654,0.6127945000000002,0.04205891505625914,3320
127.46,12.74600000000003,160,77,18560,0.5684800000000001,0.10698177913582185,4272
135.31,13.531000000000036,170,91,20463,0.5242352499999998,0.07894448537263088,5224
133.39,13.33900000000003,180,101,21798,0.4931964999999999,0.09119227957853582,5896
137.05,13.705000000000034,190,113,23303,0.4582052499999999,0.06989415642601671,6648
143.45,14.345000000000033,200,124,24840,0.42247000000000023,0.04733703820966184,7416
147.56,14.756000000000036,210,135,26265,0.38933874999999996,0.060384996540960856,8128
144.62,14.46200000000003,220,145,27489,0.36088075,0.04954254523181589,8744
146.12,14.61200000000003,230,156,28911,0.3278192500000001,0.05086147582915146,9448
141.72,14.172000000000025,240,164,29861,0.30573174999999997,0.05024123485054588,9928
145.27,14.527000000000022,250,175,31281,0.27271675000000006,0.07712473163701361,10640
136.41,13.641000000000018,260,183,32301,0.24900175000000013,0.07754739052325021,11144
134.77,13.477000000000015,270,197,34040,0.20857000000000003,0.06631729153741617,12016
137.41,13.741000000000017,280,210,35639,0.17139325000000005,0.04137420227925759,12816
134.44,13.444000000000017,290,220,36847,0.14330724999999989,0.05480687126691919,13416
133.82,13.38200000000002,300,232,38322,0.10901349999999987,0.06857714716170449,14160
130.47,13.047000000000018,310,241,39412,0.08367100000000005,0.11077085121360142,14704
130.91,13.091000000000015,320,251,40680,0.07,0.1556819160177838,15336
127.93,12.793000000000012,330,261,41804,0.07,0.056408412012388,15896
132.46,13.246000000000015,340,272,43207,0.07,0.13034744377364404,16600
125.09,12.509000000000013,350,278,43890,0.07,0.12884875046438538,16944
127.84,12.784000000000018,360,289,45185,0.07,0.10324861438130029,17592
127.47,12.747000000000016,370,303,46887,0.07,0.11933151590346824,18440
122.55,12.255000000000019,380,312,47994,0.07,0.08767361799255013,18992
121.45,12.145000000000017,390,321,49092,0.07,0.1211439564358443,19544
116.35,11.635000000000016,400,329,50057,0.07,0.13485566261806525,20024
116.29,11.629000000000019,410,338,51141,0.07,0.09144255465071183,20568
113.14,11.31400000000002,420,345,52094,0.07,0.04732769599650055,21040
110.99,11.099000000000014,430,353,53003,0.07,0.12297813389159273,21496
103.87,10.387000000000015,440,359,53694,0.07,0.13991222067852505,21840
104.67,10.46700000000001,450,365,54457,0.07,0.18564336199779063,22224
97.25,9.725000000000005,460,370,55010,0.07,0.0794913960271515,22504
91.1,9.110000000000001,470,379,56097,0.07,0.1569820860750042,23048
